matrix_index,bvn_perms,bvn_cycle,bvn_runtime,bvn_matching,euler_heuristic_depth1_time,euler_heuristic_depth1_cycle,euler_heuristic_depth1_perms,euler_heuristic_depth1_planes,euler_heuristic_depth1_split,euler_heuristic_depth2_time,euler_heuristic_depth2_cycle,euler_heuristic_depth2_perms,euler_heuristic_depth2_planes,euler_heuristic_depth2_split,euler_heuristic_depth3_time,euler_heuristic_depth3_cycle,euler_heuristic_depth3_perms,euler_heuristic_depth3_planes,euler_heuristic_depth3_split
95,148,542.0,0.026380399999652582,heavy,0.02055610000024899,542.0,218,2,0.0015387000003102003,0.015619599999808997,542.0,339,4,0.005181700000321143,0.013584300000729854,542.0,461,8,0.007202400000096532
96,209,452.0,0.04959789999975328,heavy,0.02643510000052629,452.0,283,2,0.0015094000000317465,0.017157500000394066,452.0,363,4,0.003774599999815109,0.008980500000689062,452.0,411,8,0.007043999999950756
97,163,502.0,0.02999450000061188,heavy,0.020671500000389642,502.0,217,2,0.0015444999999090214,0.014422199999899021,502.0,341,4,0.004425500000252214,0.009377699999276956,502.0,436,8,0.007531199999903038
98,134,483.0,0.02327530000002298,heavy,0.018318299999918963,483.0,205,2,0.0019986999996035593,0.014720699999998033,483.0,312,4,0.004548000000795582,0.008983800000351039,483.0,436,8,0.00723290000041743
99,192,377.0,0.03809090000049764,heavy,0.023972999999386957,377.0,251,2,0.0019490000004225294,0.014824700000644953,377.0,316,4,0.004431599999406899,0.007095300000401039,377.0,357,8,0.007012600000052771
100,365,587.0,0.08061730000008538,heavy,0.04362829999990936,587.0,432,2,0.002199999999902502,0.022374799999852257,587.0,500,4,0.004933900000651192,0.012042699999256001,587.0,553,8,0.00789829999939684
101,241,567.0,0.04899909999949159,heavy,0.031592400000590715,567.0,315,2,0.002668199999789067,0.01924079999935202,567.0,410,4,0.0049554999995962135,0.012139500000557746,567.0,498,8,0.007500200000322366
102,158,481.0,0.02886709999984305,heavy,0.02215610000075685,481.0,225,2,0.0022449999996752013,0.015660500000194588,481.0,339,4,0.00430419999975129,0.009564400000272144,481.0,420,8,0.007043900000098802
103,309,504.0,0.06769700000040757,heavy,0.03577529999984108,504.0,367,2,0.0013985000005050097,0.01911279999967519,504.0,405,4,0.0037963000004310743,0.009851400000115973,504.0,448,8,0.005727199999455479
104,367,505.0,0.08851599999979953,heavy,0.03883570000016334,505.0,395,2,0.002166399999623536,0.019752100000005157,505.0,449,4,0.004643700000087847,0.010068499999761116,505.0,487,8,0.007709399999839661
