matrix_index,bvn_perms,bvn_cycle,bvn_runtime,bvn_matching,euler_heuristic_depth1_time,euler_heuristic_depth1_cycle,euler_heuristic_depth1_perms,euler_heuristic_depth1_planes,euler_heuristic_depth1_split,euler_heuristic_depth2_time,euler_heuristic_depth2_cycle,euler_heuristic_depth2_perms,euler_heuristic_depth2_planes,euler_heuristic_depth2_split,euler_heuristic_depth3_time,euler_heuristic_depth3_cycle,euler_heuristic_depth3_perms,euler_heuristic_depth3_planes,euler_heuristic_depth3_split,euler_heuristic_depth4_time,euler_heuristic_depth4_cycle,euler_heuristic_depth4_perms,euler_heuristic_depth4_planes,euler_heuristic_depth4_split
10,10384,11891.0,1.6885117000201717,wfa,0.8255984000861645,11936.0,10446,2,0.01709589990787208,0.4534908999921754,12359.0,10699,4,0.03394920006394386,0.2677002000855282,12655.0,10943,8,0.046939400024712086,0.1436166000785306,12761.0,11214,16,0.05739859992172569
11,10688,12023.0,1.6499992000171915,wfa,0.8547894998919219,12209.0,10807,2,0.017420999938622117,0.46782210003584623,12689.0,11067,4,0.033574899891391397,0.2633209000341594,13157.0,11382,8,0.04418470000382513,0.14914140000473708,13294.0,11695,16,0.057946500019170344
12,10520,11834.0,1.6101921000517905,wfa,0.8438583000097424,12110.0,10659,2,0.01775890006683767,0.45932729996275157,12432.0,10883,4,0.03345340001396835,0.2667695999844,12884.0,11193,8,0.04681949992664158,0.1513400999829173,13231.0,11521,16,0.0657627999316901
13,10452,11696.0,1.7381459000753239,wfa,0.8352347000036389,11943.0,10525,2,0.01722390006761998,0.45374020002782345,12328.0,10712,4,0.032019700040109456,0.2559814000269398,12574.0,10976,8,0.043524400098249316,0.15266130003146827,12859.0,11307,16,0.05835129995830357
14,9813,10985.0,1.5782777999993414,wfa,0.8056852000299841,11457.0,9930,2,0.015117799979634583,0.4532193000195548,11599.0,10080,4,0.0296231999527663,0.2593683999730274,11976.0,10350,8,0.05402789998333901,0.13908230001106858,12080.0,10625,16,0.053904600092209876
15,10980,12457.0,1.7120774000650272,wfa,0.8773172000655904,12661.0,10968,2,0.016290900064632297,0.47735860000830144,13086.0,11201,4,0.031234599999152124,0.2689361999509856,13497.0,11511,8,0.0430956999771297,0.1704321000725031,13497.0,11828,16,0.0546996999764815
16,10428,11893.0,1.697619799990207,wfa,0.8400504000019282,12201.0,10601,2,0.01751839998178184,0.45809660002123564,12517.0,10771,4,0.03235379990655929,0.25809310004115105,12846.0,11057,8,0.043106800061650574,0.15354369999840856,13108.0,11375,16,0.056291399989277124
17,10986,12582.0,1.7644556999439374,wfa,0.9167446000501513,12893.0,11119,2,0.016941000008955598,0.48553479998372495,13255.0,11402,4,0.03095980000216514,0.2950821000849828,13570.0,11765,8,0.047568799927830696,0.19538739998824894,13683.0,12115,16,0.06038419995456934
18,10615,12051.0,1.667001000023447,wfa,0.8565855999477208,12308.0,10660,2,0.017536700004711747,0.4643146999878809,12448.0,10788,4,0.03364259994123131,0.27825970004778355,12924.0,11146,8,0.044798600021749735,0.17280369997024536,13169.0,11458,16,0.06076759996358305
19,10617,12325.0,1.776998099987395,wfa,0.8702763000037521,12369.0,10751,2,0.01771990000270307,0.4719261999707669,12725.0,10930,4,0.033569499966688454,0.2699285000562668,13128.0,11251,8,0.044926100061275065,0.1507329000160098,13222.0,11533,16,0.060118500026874244
20,10654,11936.0,1.683147200034,wfa,0.920024499995634,12389.0,10889,2,0.017358999932184815,0.4836826000828296,12919.0,11112,4,0.03442539996467531,0.3211070999968797,13282.0,11414,8,0.04415639990475029,0.1659244999755174,13475.0,11771,16,0.055522600072436035
21,9931,11128.0,1.5803825999610126,wfa,0.8642140999436378,11549.0,10083,2,0.017016600002534688,0.4541763999732211,11646.0,10323,4,0.033139799954369664,0.2677600000752136,11993.0,10602,8,0.0420047000516206,0.15107040002476424,12252.0,10885,16,0.0608652998926118
22,10444,11785.0,1.7937921000411734,wfa,0.9741594000952318,12248.0,10598,2,0.016984299989417195,0.5557756000198424,12499.0,10716,4,0.03599150001537055,0.26316259999293834,12781.0,11062,8,0.043038200004957616,0.15870829997584224,13143.0,11419,16,0.052671700017526746
23,10342,11500.0,1.6090265000239015,wfa,0.8632612999062985,11790.0,10326,2,0.015419899951666594,0.484945600037463,12069.0,10521,4,0.032585800043307245,0.2621680999873206,12359.0,10821,8,0.043208600021898746,0.1514403000473976,12714.0,11119,16,0.05789679998997599
24,10301,11425.0,1.6122006999794394,wfa,0.8656459000194445,12086.0,10464,2,0.01762049994431436,0.474961300031282,12352.0,10696,4,0.03453489998355508,0.28328430000692606,12757.0,11003,8,0.049489500001072884,0.15671050001401454,12982.0,11360,16,0.06076500006020069
25,10240,11654.0,1.6866540999617428,wfa,0.8529213999863714,11978.0,10332,2,0.017492099897935987,0.5171322000678629,12305.0,10627,4,0.03279790002852678,0.26331300009042025,12663.0,10952,8,0.04691200004890561,0.15702729998156428,12775.0,11216,16,0.06674539996311069
26,10282,11389.0,1.6405866000568494,wfa,0.868113600066863,11772.0,10447,2,0.01791450008749962,0.471961300005205,12213.0,10640,4,0.03056430001743138,0.2990842000581324,12651.0,10981,8,0.045760100008919835,0.16083660000003874,13090.0,11290,16,0.06636029994115233
27,10211,11535.0,1.569117399980314,wfa,0.8725201999768615,11911.0,10490,2,0.016130700008943677,0.5471082999138162,12255.0,10794,4,0.03251700010150671,0.29460819996893406,12792.0,11071,8,0.051148900063708425,0.18871340004261583,13108.0,11393,16,0.06256310001481324
28,11002,12651.0,1.954940399969928,wfa,0.9678903000894934,12798.0,11103,2,0.018904799944721162,0.5563175999559462,12874.0,11257,4,0.037145999958738685,0.30643390002660453,13580.0,11647,8,0.04804060002788901,0.2510676000965759,13720.0,11947,16,0.06718929996713996
29,10688,12374.0,1.7941643999656662,wfa,0.9797224999638274,12343.0,10782,2,0.020187400048598647,0.5374647000571713,12897.0,11012,4,0.034753100015223026,0.28164199995808303,13285.0,11329,8,0.049075899994932115,0.19286979991011322,13325.0,11596,16,0.05509330006316304
30,10652,12278.0,1.686470500077121,wfa,0.9045785000780597,12296.0,10725,2,0.017575699952431023,0.4971415000036359,12608.0,10907,4,0.03608589991927147,0.2965270000277087,12966.0,11254,8,0.052806700114160776,0.17031409998890013,13330.0,11539,16,0.06199910002760589
31,10598,12559.0,1.6453178999945521,wfa,0.962618299992755,12442.0,10735,2,0.01859130000229925,0.5044751999666914,12567.0,10931,4,0.035178499994799495,0.2866325000068173,13182.0,11312,8,0.04847200005315244,0.17063330009113997,13359.0,11597,16,0.07151450007222593
32,10884,12285.0,1.6681343000382185,wfa,0.9310309999855235,12658.0,11019,2,0.0187005999032408,0.5200136000057682,12869.0,11258,4,0.03552869998384267,0.28662000002805144,13308.0,11575,8,0.05115129996556789,0.24438539997208863,13807.0,11913,16,0.06921650003641844
33,11028,12518.0,1.708329200046137,wfa,0.945754999993369,12829.0,11034,2,0.01967549999244511,0.5339095999952406,13251.0,11313,4,0.042621899978257716,0.2955037000356242,13603.0,11652,8,0.04917919996660203,0.18261050002183765,13722.0,12015,16,0.061743600061163306
34,9894,10951.0,1.6473232000134885,wfa,0.8594510999973863,11319.0,10029,2,0.01905030000489205,0.5043012000387534,11625.0,10290,4,0.03362459992058575,0.27942450006958097,12310.0,10649,8,0.05049639998469502,0.15919479995500296,12411.0,10929,16,0.07036909996531904
35,10544,11933.0,1.6329358000075445,wfa,0.8996217000531033,12174.0,10664,2,0.01770520000718534,0.49958190007600933,12561.0,10922,4,0.031128800008445978,0.2809447000036016,13222.0,11222,8,0.04663789994083345,0.17382820008788258,13213.0,11520,16,0.0716872001066804
36,10593,12039.0,1.6464103000471368,wfa,0.8910843000048772,12156.0,10608,2,0.01589609996881336,0.5368664000416175,12317.0,10785,4,0.03194060001987964,0.2896636000368744,12689.0,11118,8,0.04750300000887364,0.18349149997811764,12974.0,11421,16,0.067022499977611
37,10055,12041.0,1.6239505000412464,wfa,0.9731075000017881,12005.0,10274,2,0.019849600037559867,0.5115497000515461,12160.0,10540,4,0.03396829997655004,0.3014385000569746,12659.0,10800,8,0.048794100061059,0.1579255999531597,12738.0,11099,16,0.06644059997051954
38,10141,11323.0,1.6331078000366688,wfa,0.9589673998998478,11719.0,10283,2,0.017764099990017712,0.5105946999974549,12086.0,10524,4,0.03485799999907613,0.3082584999501705,12453.0,10759,8,0.052337100030854344,0.1736189000075683,12861.0,11055,16,0.06738969997968525
39,11073,12564.0,1.8586830999702215,wfa,0.9829905000515282,12811.0,11186,2,0.019144200021401048,0.5618235999718308,13386.0,11477,4,0.036820099921897054,0.38839900004677474,13717.0,11860,8,0.050597499939613044,0.20091739995405078,14008.0,12181,16,0.07302310003433377
40,10580,11976.0,1.7612292000558227,wfa,0.9739044000161812,12342.0,10795,2,0.018593200016766787,0.526988200028427,12716.0,10989,4,0.035633099963888526,0.3293423999566585,12934.0,11317,8,0.05656729999464005,0.1754491999745369,13430.0,11646,16,0.06825840007513762
41,10846,12340.0,1.7406170000322163,wfa,0.996041200007312,12774.0,11119,2,0.019089500070549548,0.5507007000269368,13273.0,11341,4,0.041820400045253336,0.33593450009357184,13552.0,11684,8,0.05469449993688613,0.23601839994080365,13880.0,11978,16,0.07254860003013164
42,10196,11621.0,1.6465770999202505,wfa,0.9160908999620005,11904.0,10371,2,0.015954999951645732,0.5771152999950573,12201.0,10601,4,0.035618500085547566,0.29265650000888854,12449.0,10906,8,0.05033889994956553,0.17692409991286695,12958.0,11224,16,0.07461740006692708
43,10439,11699.0,1.8564377999864519,wfa,1.0494779999135062,12186.0,10538,2,0.017024500062689185,0.5383596000028774,12189.0,10733,4,0.036443900084123015,0.2942734999815002,12962.0,11094,8,0.04782790003810078,0.184968400048092,13153.0,11424,16,0.06765890005044639
44,10646,12141.0,1.7375343999592587,wfa,0.9756064000539482,12240.0,10658,2,0.01624140003696084,0.566440400085412,12538.0,10840,4,0.03409289999399334,0.32616040005814284,13026.0,11183,8,0.05245149997062981,0.16603830002713948,13168.0,11530,16,0.06280069996137172
45,10542,11915.0,1.6687361999647692,wfa,0.9088407000526786,12147.0,10648,2,0.01815100002568215,0.6172248999355361,12456.0,10843,4,0.03309099993202835,0.29210279998369515,12894.0,11194,8,0.050521999946795404,0.2075874999864027,13073.0,11473,16,0.07042020000517368
46,10502,11756.0,1.6671529000159353,wfa,0.9382835999131203,12160.0,10593,2,0.018971399986185133,0.5528182999696583,12399.0,10857,4,0.03756139997858554,0.29329500009771436,12820.0,11145,8,0.05038370005786419,0.1689319999422878,13009.0,11400,16,0.06234930001664907
47,10545,11963.0,1.7589018000289798,wfa,0.9869365999475121,12158.0,10617,2,0.01874249998945743,0.5198118999833241,12537.0,10876,4,0.0378044000826776,0.3101623000111431,12843.0,11139,8,0.04898760002106428,0.20968580001499504,13166.0,11483,16,0.06167069997172803
48,10094,11421.0,1.5886730999918655,wfa,0.881100400001742,11500.0,10255,2,0.016452500014565885,0.5646940999431536,11811.0,10419,4,0.031602100003510714,0.28704690001904964,12359.0,10720,8,0.04860290000215173,0.17831410001963377,12498.0,11043,16,0.07235549995675683
49,10861,12252.0,1.7572744999779388,wfa,1.1732444999506697,12721.0,10937,2,0.022639600094407797,0.6169955000514165,12839.0,11186,4,0.03833410004153848,0.3203573999926448,13367.0,11517,8,0.05438029998913407,0.1948909000493586,13702.0,11808,16,0.07124100008513778
50,10677,12107.0,1.6959388001123443,wfa,0.9471994999330491,12516.0,10926,2,0.016666900017298758,0.5348589000059292,12901.0,11164,4,0.03397660003975034,0.32957449997775257,13447.0,11442,8,0.055076400050893426,0.2081954999594018,13638.0,11773,16,0.06837480003014207
51,10531,12095.0,1.6826712000183761,wfa,0.924648700049147,12260.0,10639,2,0.01878090004902333,0.5221721000270918,12768.0,10900,4,0.036640799953602254,0.3239444000646472,12799.0,11172,8,0.055165199912153184,0.16473610000684857,13190.0,11448,16,0.06973320001270622
52,10286,11761.0,1.6665127000305802,wfa,0.9414153000107035,12078.0,10391,2,0.018743499997071922,0.5079186999937519,12093.0,10545,4,0.033114699996076524,0.2766218999167904,12612.0,10861,8,0.05285209999419749,0.17801240005064756,12769.0,11088,16,0.07541389996185899
53,10724,12268.0,1.7119480000110343,wfa,0.9338176000164822,12454.0,10834,2,0.017023100052028894,0.5263037999393418,12709.0,11010,4,0.037031900021247566,0.2862396000418812,13096.0,11345,8,0.0468672999413684,0.16976309998426586,13515.0,11636,16,0.06404900003690273
54,10880,12347.0,1.7563026999123394,wfa,0.9549210000550374,12643.0,11082,2,0.019269899930804968,0.5497435999568552,12849.0,11264,4,0.03834859991911799,0.34539219993166625,13482.0,11556,8,0.05112069996539503,0.21362269995734096,13508.0,11876,16,0.07429990009404719
55,10123,11435.0,1.663774500018917,wfa,0.9200467000482604,11558.0,10195,2,0.01754369994159788,0.5045066999737173,11862.0,10410,4,0.03014940000139177,0.2770386999472976,12318.0,10704,8,0.046820699935778975,0.1833054000744596,12654.0,11007,16,0.05654210003558546
56,10810,11997.0,1.7433695000363514,wfa,0.9486620000097901,12518.0,10915,2,0.01678349997382611,0.5401874999515712,13011.0,11156,4,0.03664559999015182,0.2882118000416085,13473.0,11504,8,0.04901329998392612,0.20327850000467151,13607.0,11855,16,0.0706050000153482
57,10223,11631.0,1.6774647999554873,wfa,0.9037149000214413,12024.0,10413,2,0.01857810001820326,0.5429043000331149,12308.0,10573,4,0.03775170003063977,0.334917200030759,12623.0,10881,8,0.04949450003914535,0.19360939995385706,12650.0,11176,16,0.07116010005120188
58,10294,11511.0,1.6675572999520227,wfa,0.9570182999596,11817.0,10380,2,0.018267099978402257,0.5288813000079244,12245.0,10573,4,0.03624050004873425,0.28013229998759925,12618.0,10931,8,0.05079410003963858,0.19950520002748817,12829.0,11182,16,0.0695530999219045
59,10350,11587.0,1.6665173000656068,wfa,0.8722527999198064,11800.0,10440,2,0.018234299961477518,0.5528136999346316,12223.0,10662,4,0.037020200048573315,0.27788810001220554,12805.0,10943,8,0.05105909996200353,0.17167179996613413,12907.0,11210,16,0.0718199999537319
60,9919,11058.0,1.6241246999707073,wfa,0.8393733999691904,11593.0,10164,2,0.018405500100925565,0.5059893000870943,11931.0,10356,4,0.03509869996923953,0.3303386999759823,12457.0,10706,8,0.05178789992351085,0.16055989998858422,12607.0,10970,16,0.07305130001623183
61,11156,12574.0,1.8022970000747591,wfa,1.0515185999684036,13189.0,11305,2,0.017577600083313882,0.6176723999669775,13366.0,11575,4,0.03853799996431917,0.3354705999372527,13886.0,11886,8,0.053054200019687414,0.25957539991941303,14071.0,12182,16,0.07331719994544983
62,10192,11615.0,1.716083100065589,wfa,0.8522485999856144,11607.0,10274,2,0.0159364000428468,0.5460855000419542,11840.0,10449,4,0.03514799999538809,0.27295179991051555,12251.0,10685,8,0.05266759998630732,0.16624269995372742,12668.0,11029,16,0.07008999993558973
63,10815,12271.0,1.82589730003383,wfa,0.9279418999794871,12943.0,10932,2,0.01903819991275668,0.5415204999735579,12910.0,11099,4,0.03842970007099211,0.2928651999682188,13278.0,11417,8,0.04940250003710389,0.19513750006444752,13595.0,11735,16,0.06522180000320077
64,10572,12354.0,1.7203213999746367,wfa,0.911971699912101,12513.0,10854,2,0.017792200087569654,0.5680990000255406,12661.0,11145,4,0.033393200021237135,0.3368176999501884,13262.0,11395,8,0.05092279997188598,0.1722614000318572,13656.0,11778,16,0.07366279989946634
65,10024,11542.0,1.6244953999994323,wfa,0.860886299982667,11738.0,10184,2,0.018371700076386333,0.5116523000178859,12081.0,10392,4,0.037909100065007806,0.2661420999793336,12343.0,10736,8,0.05267799994908273,0.19763589999638498,12688.0,11026,16,0.06400329992175102
66,10185,11652.0,1.636033899965696,wfa,0.8664452000521123,11752.0,10328,2,0.01611079997383058,0.5192485000006855,12171.0,10540,4,0.03388610004913062,0.27586900000460446,12633.0,10872,8,0.05607149994466454,0.16382679995149374,12636.0,11153,16,0.06966919999103993
67,10249,11558.0,1.643968899967149,wfa,0.8687700999435037,11939.0,10398,2,0.01615849998779595,0.5568529999582097,12460.0,10556,4,0.03267230000346899,0.3277617000276223,12702.0,10865,8,0.048666900023818016,0.16276289999950677,12826.0,11117,16,0.0708879999583587
68,10100,11362.0,1.652445500018075,wfa,0.8568689998937771,11704.0,10230,2,0.019073700066655874,0.5152793999295682,12037.0,10486,4,0.03692320000845939,0.2729348000138998,12465.0,10793,8,0.05586209998000413,0.16392099997028708,12736.0,11085,16,0.07228699990082532
69,10184,11187.0,1.6231451999628916,wfa,0.860415400005877,11669.0,10281,2,0.01835999998729676,0.5206478999461979,12025.0,10512,4,0.036117499927058816,0.26775340002495795,12295.0,10791,8,0.05238670005928725,0.16248880000784993,12554.0,11075,16,0.07472619996406138
70,9860,11283.0,1.6058725999901071,wfa,0.851388799957931,11303.0,10044,2,0.01817779999691993,0.5392070999369025,11887.0,10206,4,0.03691320004872978,0.26398629997856915,12061.0,10536,8,0.057387599954381585,0.1882915000896901,12393.0,10786,16,0.08211389998905361
71,10369,11490.0,1.6793996000196785,wfa,0.9095340999774635,11885.0,10550,2,0.01871440000832081,0.5216731999535114,12226.0,10709,4,0.03712890006136149,0.2748204000527039,12569.0,10948,8,0.0469760000705719,0.16538220003712922,13003.0,11256,16,0.0765368000138551
72,10398,11626.0,1.660448299953714,wfa,1.0189117999980226,11889.0,10503,2,0.019225999945774674,0.5633489999454468,12325.0,10723,4,0.04108820005785674,0.34116010006982833,12939.0,11038,8,0.056626200093887746,0.1721717999316752,13020.0,11367,16,0.07380250003188848
73,10141,11550.0,1.6334373999852687,wfa,0.8751421000342816,11610.0,10239,2,0.018712099990807474,0.5504309999523684,11927.0,10378,4,0.03462299995590001,0.27080639998894185,12260.0,10696,8,0.05086229997687042,0.18277590000070632,12470.0,10978,16,0.07450979994609952
74,10241,11605.0,1.652876199921593,wfa,0.9016404999420047,11820.0,10445,2,0.016350300051271915,0.5637129000388086,12335.0,10608,4,0.037655599997378886,0.295929400017485,12704.0,11002,8,0.05554860003758222,0.17471940000541508,12730.0,11224,16,0.07872919994406402
75,10476,11831.0,1.683736399980262,wfa,0.9538381000747904,12181.0,10666,2,0.0192683000350371,0.546253600041382,12509.0,10896,4,0.038226400036364794,0.3369815000332892,13140.0,11188,8,0.056307599996216595,0.17196549999061972,13182.0,11494,16,0.06912889995146543
76,10459,11882.0,1.694764299900271,wfa,0.9249810000183061,12090.0,10546,2,0.0191437000175938,0.6005246000131592,12263.0,10781,4,0.038694199989549816,0.2862247999291867,12594.0,11038,8,0.05191719997674227,0.19847479998134077,13012.0,11382,16,0.07983770000282675
77,10844,12285.0,1.7508244999917224,wfa,0.9954825000604615,12684.0,11054,2,0.020245400024577975,0.5685853000031784,12836.0,11250,4,0.03983720007818192,0.31073489994741976,13391.0,11533,8,0.052128100069239736,0.21878550003748387,13634.0,11882,16,0.07361660001333803
78,10047,11223.0,1.6263895001029596,wfa,0.8705465999664739,11693.0,10175,2,0.018529799999669194,0.5492670000530779,12246.0,10416,4,0.03807999996934086,0.282167199999094,12499.0,10756,8,0.056511999922804534,0.18273649993352592,12553.0,11004,16,0.07999509992077947
79,10607,11979.0,1.7986819999059662,wfa,0.9738507000729442,12776.0,10846,2,0.020765000022947788,0.5969784999033436,12929.0,11030,4,0.03861629997845739,0.3055040999315679,13098.0,11379,8,0.049994300003163517,0.22213100001681596,13302.0,11638,16,0.08241110004018992
80,10530,12038.0,1.9106910999398679,wfa,0.9245037999935448,12131.0,10613,2,0.01927109993994236,0.5490540000610054,12290.0,10801,4,0.03820910002104938,0.3008957999991253,12837.0,11074,8,0.05305340001359582,0.20945830002892762,13015.0,11429,16,0.0679608000209555
81,10616,11879.0,1.7190749000292271,wfa,0.9985486000077799,12146.0,10641,2,0.018793400027789176,0.6216574999270961,12949.0,10890,4,0.038041100022383034,0.29358160006813705,13072.0,11237,8,0.05173419998027384,0.1888574999757111,13272.0,11569,16,0.07707210001535714
82,10175,11676.0,1.6593630999559537,wfa,0.881580000044778,11814.0,10254,2,0.01668130001053214,0.5637082000030205,12106.0,10527,4,0.03317999991122633,0.34944530006032437,12588.0,10856,8,0.04412069998215884,0.16663839993998408,12749.0,11117,16,0.061851499951444566
83,10571,12336.0,1.6910990999313071,wfa,0.9382550000445917,12398.0,10699,2,0.019451800035312772,0.5552495999727398,12785.0,10949,4,0.03874650003854185,0.2916787000140175,13202.0,11270,8,0.05054379999637604,0.2243597999913618,13144.0,11551,16,0.08243760000914335
84,10780,12087.0,1.7690406000474468,wfa,0.9623519999440759,12449.0,10939,2,0.020651499973610044,0.5797983999364078,13047.0,11206,4,0.040621899999678135,0.320205399999395,13591.0,11572,8,0.055546300020068884,0.21059839997906238,13761.0,11919,16,0.07998369995038956
85,10246,11588.0,1.662223899969831,wfa,0.9131926000118256,11951.0,10488,2,0.016610599937848747,0.5915933001087978,12302.0,10709,4,0.04065650003030896,0.34385379997547716,12834.0,10978,8,0.056394999963231385,0.1749292000895366,12883.0,11276,16,0.07304389995988458
86,10387,11740.0,1.6799621999962255,wfa,0.9326218999922276,12170.0,10557,2,0.01997970009688288,0.5512199000222608,12429.0,10684,4,0.03962020005565137,0.29015789995901287,12610.0,11078,8,0.05059559992514551,0.19901930005289614,12874.0,11325,16,0.08411769999656826
87,10499,12114.0,1.751666900003329,wfa,0.939590199966915,12115.0,10710,2,0.01727419998496771,0.5686526999343187,12703.0,10878,4,0.039500300073996186,0.30026089993771166,12976.0,11221,8,0.05291550001129508,0.1969309999840334,13159.0,11481,16,0.08222820004448295
88,10744,11988.0,1.7450686999363825,wfa,0.9642752000363544,12470.0,10909,2,0.019876500009559095,0.6342254000483081,12889.0,11091,4,0.039785000029951334,0.3901381000177935,13305.0,11526,8,0.058186399983242154,0.25384160003159195,13568.0,11830,16,0.07584469998255372
89,10730,12193.0,1.7403427000390366,wfa,0.9460357000352815,12539.0,10870,2,0.01753650000318885,0.5747099999571219,12768.0,10986,4,0.03549020003993064,0.38038550002966076,13122.0,11297,8,0.06474089995026588,0.1776199999731034,13351.0,11618,16,0.07676560000982136
90,10762,12162.0,1.750528399948962,wfa,0.9561970999930054,12767.0,10882,2,0.021027800044976175,0.5805948000634089,13001.0,11110,4,0.040069399983622134,0.30800449999514967,13313.0,11459,8,0.05259139998815954,0.21330699999816716,13568.0,11763,16,0.08812550001312047
91,9753,10808.0,1.5821035000262782,wfa,0.8567298999987543,11230.0,9939,2,0.016099700005725026,0.5330213999841362,11614.0,10122,4,0.032169400015845895,0.28162290004547685,11905.0,10414,8,0.04993620002642274,0.1647952999919653,12143.0,10666,16,0.06490620004478842
92,10769,12224.0,1.7478566000936553,wfa,0.965742600033991,12372.0,10830,2,0.017156300018541515,0.5744716000044718,12646.0,11005,4,0.033890799968503416,0.365898699965328,13052.0,11335,8,0.05111389991361648,0.1826201000949368,13442.0,11653,16,0.0781126000219956
93,10170,11347.0,1.6613595999078825,wfa,0.8662319999421015,11449.0,10148,2,0.0188755999552086,0.542526000062935,11693.0,10310,4,0.03951919998507947,0.27695100009441376,12224.0,10637,8,0.05640510004013777,0.20227580005303025,12440.0,10869,16,0.0770823999773711
94,10349,11724.0,1.6969659999012947,wfa,0.9193802999798208,11708.0,10416,2,0.019202199997380376,0.561855599982664,12452.0,10684,4,0.04034229996614158,0.30110100004822016,12842.0,11002,8,0.05590080004185438,0.17530809994786978,12946.0,11322,16,0.08405000006314367
95,10743,12214.0,1.7539490999188274,wfa,0.9699863999849185,12508.0,10853,2,0.02005080005619675,0.5777047999436036,12999.0,11117,4,0.040496099973097444,0.3659153999760747,13228.0,11473,8,0.05657170002814382,0.2083868000190705,13467.0,11716,16,0.08319339994341135
96,9989,11266.0,1.6386526999995112,wfa,0.8633037999970838,11817.0,10117,2,0.01938549999613315,0.5552091000135988,11826.0,10268,4,0.03874809993430972,0.28247119998559356,12231.0,10581,8,0.058278299984522164,0.20267120003700256,12471.0,10873,16,0.09172849997412413
97,10234,11469.0,1.7144531999947503,wfa,0.9228011999512091,12040.0,10287,2,0.017258099978789687,0.6345600000349805,12306.0,10514,4,0.03578809997998178,0.35681789997033775,12519.0,10887,8,0.054205099935643375,0.17477929999586195,12719.0,11138,16,0.07667799992486835
98,10497,12058.0,1.7384552999865264,wfa,0.9364206999307498,11977.0,10483,2,0.019756200024858117,0.567867000005208,12673.0,10730,4,0.038733000052161515,0.37421040004119277,12853.0,11103,8,0.056682700058445334,0.21410039998590946,13081.0,11430,16,0.08595729991793633
