matrix_index,bvn_perms,bvn_cycle,bvn_runtime,bvn_matching,maximum_max_16_time,maximum_max_16_cycle,maximum_max_16_perms,maximum_max_16_planes,maximum_max_16_split,maximum_max_2_time,maximum_max_2_cycle,maximum_max_2_perms,maximum_max_2_planes,maximum_max_2_split,maximum_max_4_time,maximum_max_4_cycle,maximum_max_4_perms,maximum_max_4_planes,maximum_max_4_split,maximum_max_8_time,maximum_max_8_cycle,maximum_max_8_perms,maximum_max_8_planes,maximum_max_8_split,maximum_median_16_time,maximum_median_16_cycle,maximum_median_16_perms,maximum_median_16_planes,maximum_median_16_split,maximum_median_2_time,maximum_median_2_cycle,maximum_median_2_perms,maximum_median_2_planes,maximum_median_2_split,maximum_median_4_time,maximum_median_4_cycle,maximum_median_4_perms,maximum_median_4_planes,maximum_median_4_split,maximum_median_8_time,maximum_median_8_cycle,maximum_median_8_perms,maximum_median_8_planes,maximum_median_8_split,maximum_min_16_time,maximum_min_16_cycle,maximum_min_16_perms,maximum_min_16_planes,maximum_min_16_split,maximum_min_2_time,maximum_min_2_cycle,maximum_min_2_perms,maximum_min_2_planes,maximum_min_2_split,maximum_min_4_time,maximum_min_4_cycle,maximum_min_4_perms,maximum_min_4_planes,maximum_min_4_split,maximum_min_8_time,maximum_min_8_cycle,maximum_min_8_perms,maximum_min_8_planes,maximum_min_8_split
0,469,7790.0,0.7117129000107525,maximum,0.2309497999958694,10201.0,320,3,,0.057161200005793944,11164.0,636,9,,0.09219090000260621,10723.0,461,5,,0.1631591000041226,10570.0,365,3,,0.3163170000043465,8648.0,544,3,,0.06982849999621976,11164.0,636,9,,0.1068883999978425,9802.0,544,5,,0.19159449999278877,9327.0,510,3,,0.673648800002411,8526.0,839,3,,0.07391600000846665,11164.0,636,9,,0.15286480000941083,9738.0,643,5,,0.28845069999806583,9326.0,746,3,
1,488,8743.0,0.7741187000065111,maximum,0.2981861000007484,11487.0,330,3,,0.05887520000396762,12111.0,669,9,,0.11236089999147225,11738.0,476,5,,0.22210509999422356,11375.0,380,3,,0.35476410000410397,9879.0,542,3,,0.07441190000099596,12111.0,669,9,,0.12140580000414047,10831.0,556,5,,0.261562400002731,10295.0,539,3,,0.8778106999961892,9671.0,860,3,,0.07490749999124091,12111.0,669,9,,0.13780940001015551,10831.0,655,5,,0.39836279999872204,10287.0,781,3,
2,478,8178.0,0.88211059999594,maximum,0.24117649999971036,10587.0,325,3,,0.0799890000052983,11520.0,667,9,,0.12717930000508204,10912.0,476,5,,0.23416769999312237,10800.0,377,3,,0.3430021000094712,9173.0,573,3,,0.08251760000712238,11520.0,667,9,,0.14199059999373276,10180.0,566,5,,0.271448400002555,9821.0,535,3,,0.9164999999920838,8914.0,910,3,,0.0795285999920452,11520.0,667,9,,0.15727330000663642,10178.0,674,5,,0.41628299999865703,9818.0,787,3,
3,474,7950.0,0.8069344999967143,maximum,0.2790517999965232,10341.0,329,3,,0.07835579999664333,11140.0,672,9,,0.12848379999923054,10627.0,474,5,,0.22655499998654705,10435.0,367,3,,0.41136870000627823,8895.0,555,3,,0.07909830000426155,11140.0,672,9,,0.14135810000880156,9922.0,568,5,,0.26508900000771973,9574.0,531,3,,0.8903673000022536,8670.0,897,3,,0.07900279999012128,11140.0,672,9,,0.16650930000469089,9922.0,674,5,,0.3850451000034809,9566.0,772,3,
4,488,8126.0,0.8448052000021562,maximum,0.23957269999664277,10349.0,317,3,,0.07203630000003614,11210.0,668,9,,0.09141269999963697,10619.0,473,5,,0.17576399999961723,10615.0,369,3,,0.30034190000151284,8934.0,493,3,,0.0782065999956103,11210.0,668,9,,0.10512540000490844,9996.0,549,5,,0.1958260999963386,9662.0,507,3,,0.7241882999951486,8782.0,834,3,,0.07458340001176111,11210.0,668,9,,0.1313945000001695,10026.0,653,5,,0.36742759999469854,9742.0,768,3,
5,486,8907.0,0.6899646000092616,maximum,0.23403269999835175,11542.0,326,3,,0.055208799996762536,12227.0,682,9,,0.09329040000739042,11713.0,485,5,,0.18916539999190718,11660.0,376,3,,0.3404226999991806,9852.0,553,3,,0.05823670000245329,12227.0,682,9,,0.10401680000359192,10956.0,568,5,,0.2166673999890918,10587.0,546,3,,0.7192953000048874,9611.0,874,3,,0.0541603000019677,12227.0,682,9,,0.1227630999928806,10955.0,672,5,,0.31066180000198074,10587.0,779,3,
6,473,7901.0,0.708822800006601,maximum,0.23513480000838172,10172.0,311,3,,0.06130650000704918,10823.0,653,9,,0.11380030000873376,10510.0,469,5,,0.1814831000083359,10302.0,363,3,,0.3319472000002861,8902.0,541,3,,0.05936110000766348,10823.0,653,9,,0.10480200000165496,9716.0,548,5,,0.22057059999497142,9462.0,534,3,,0.7727853000105824,8605.0,862,3,,0.05679059999238234,10823.0,653,9,,0.14826100000937004,9593.0,651,5,,0.3272980999900028,9333.0,752,3,
7,475,8173.0,0.6913415000017267,maximum,0.22016859998984728,10548.0,315,3,,0.056241000012960285,11167.0,643,9,,0.08913940000638831,10890.0,468,5,,0.17285680001077708,10823.0,370,3,,0.31277720000070985,9120.0,514,3,,0.06418579998717178,11167.0,643,9,,0.10354720000759698,10373.0,547,5,,0.1983582000102615,10077.0,517,3,,0.7276356999936979,8829.0,839,3,,0.05252959999779705,11167.0,643,9,,0.12156090000644326,10561.0,668,5,,0.3219712999998592,10077.0,776,3,
8,478,8178.0,0.7005618999974104,maximum,0.23204149999946821,10550.0,324,3,,0.05306280001241248,11410.0,662,9,,0.10119840000697877,11053.0,482,5,,0.17969660001108423,10897.0,376,3,,0.3260459000011906,9031.5,493,3,,0.06374689999211114,11410.0,662,9,,0.1110196000081487,10314.0,558,5,,0.21017329998721834,10002.0,514,3,,0.7580681000108598,8802.0,814,3,,0.05380429999786429,11410.0,662,9,,0.13182319999032188,10314.0,652,5,,0.33199920000333805,10002.0,753,3,
9,482,8759.0,0.7146257999993395,maximum,0.28749170000082813,11552.0,329,3,,0.07243699999526143,12701.0,683,9,,0.10379520000424236,11765.0,488,5,,0.19202000000223052,11673.0,374,3,,0.39144589999341406,9943.0,533,3,,0.0618454999930691,12701.0,683,9,,0.11961389999487437,11175.0,577,5,,0.2284497999935411,10663.0,591,3,,0.7992295000003651,9703.0,874,3,,0.06728109999676235,12701.0,683,9,,0.14057069999398664,11303.0,692,5,,0.3495288999984041,10791.0,835,3,
10,473,8005.0,0.7564096999994945,maximum,0.2281554000073811,10294.0,316,3,,0.06717650000064168,10851.0,652,9,,0.09389589999045711,10474.0,464,5,,0.17206189999706112,10283.0,363,3,,0.29698780000035185,8859.0,479,3,,0.06634389999089763,10851.0,652,9,,0.10262740000325721,9817.0,547,5,,0.2060332999972161,9469.0,503,3,,0.7279132999974536,8629.0,804,3,,0.06873910001013428,10851.0,652,9,,0.1233250999939628,9801.0,646,5,,0.3185109000041848,9461.0,751,3,
11,486,8391.0,0.7080546000070171,maximum,0.23606380001001526,10786.0,324,3,,0.05587149999337271,11505.0,660,9,,0.09549059999699239,11090.0,477,5,,0.17325680000067223,10938.0,376,3,,0.3173763999948278,9336.0,522,3,,0.057916699995985255,11505.0,660,9,,0.10998660000041127,10559.0,563,5,,0.21301710000261664,10247.0,560,3,,0.7122552000073483,9015.0,827,3,,0.0554893000080483,11505.0,660,9,,0.12834120000479743,10367.0,657,5,,0.31963829998858273,10119.0,787,3,
12,486,8245.0,0.7348704999894835,maximum,0.23610660000122152,10635.0,323,3,,0.057855200007907115,11479.0,661,9,,0.10098039999138564,11015.0,472,5,,0.18729269999312237,10883.0,370,3,,0.3236780000006547,9109.0,508,3,,0.07020070000726264,11479.0,661,9,,0.11292410000169184,10134.0,566,5,,0.22331050000502728,9814.0,521,3,,0.7690905000054045,8933.0,846,3,,0.061050800009979866,11479.0,661,9,,0.13435209999443032,10129.0,670,5,,0.3104942999925697,9813.0,758,3,
13,471,8055.0,0.6972643999906722,maximum,0.2134063999983482,10437.0,315,3,,0.06901030000881292,11039.0,651,9,,0.08635850000428036,10518.0,462,5,,0.2006377999932738,10380.0,363,3,,0.2972343000001274,8977.0,497,3,,0.05592929999693297,11039.0,651,9,,0.0953653999895323,9923.5,547,5,,0.24789469999086577,9521.0,510,3,,0.7334375999926124,8712.0,822,3,,0.05508570000529289,11039.0,651,9,,0.11901739999302663,9923.0,650,5,,0.32862220000242814,9511.0,756,3,
14,458,7590.0,0.6521090000023833,maximum,0.22193259999039583,9839.0,311,3,,0.04916519999096636,10486.0,641,9,,0.09108320000814274,10126.0,454,5,,0.1608708999992814,10043.0,362,3,,0.30740100001276005,8457.0,511,3,,0.051579899998614565,10486.0,641,9,,0.10516890000144485,9722.0,558,5,,0.1922055999893928,9366.5,515,3,,0.698285799997393,8214.0,817,3,,0.050316200009547174,10486.0,641,9,,0.1174928000109503,9722.0,651,5,,0.3026957999973092,9366.0,748,3,
15,474,8496.0,0.668566300009843,maximum,0.22176060000492726,10937.0,321,3,,0.051613100004033186,11748.0,667,9,,0.09154829999897629,11278.0,478,5,,0.16297030000714585,11131.0,368,3,,0.3147384000039892,9408.0,506,3,,0.05384559999220073,11748.0,667,9,,0.10186239999893587,10297.0,543,5,,0.18901129999721888,9924.0,500,3,,0.6698755999968853,9152.0,839,3,,0.05208639999909792,11748.0,667,9,,0.11989739999989979,10240.0,650,5,,0.3126129000011133,9905.0,742,3,
16,483,8113.0,0.6556239999918034,maximum,0.22448570000415202,10376.0,323,3,,0.06000339999445714,11157.0,671,9,,0.08926860000065062,10716.0,475,5,,0.17107569999643601,10587.0,371,3,,0.3106654000002891,8979.0,509,3,,0.05588119999447372,11157.0,671,9,,0.09693200000037905,10153.0,566,5,,0.20429449999937788,9697.0,536,3,,0.6613895999907982,8737.0,810,3,,0.05388959999254439,11157.0,671,9,,0.11740819999249652,10025.0,669,5,,0.3242845000058878,9689.0,794,3,
17,493,8710.0,0.717573399990215,maximum,0.22839530000055674,11519.0,328,3,,0.05400049999298062,12355.0,669,9,,0.0925466999906348,11988.0,481,5,,0.17162890000327025,11618.0,382,3,,0.3035353000013856,9943.0,519,3,,0.055157900002086535,12355.0,669,9,,0.10483349999412894,10998.0,558,5,,0.20831250000628643,10414.0,540,3,,0.7171767999971053,9782.0,874,3,,0.053929699992295355,12355.0,669,9,,0.1187389999977313,10870.0,658,5,,0.311048400006257,10406.0,784,3,
18,475,8183.0,0.6576148000021931,maximum,0.2342717999999877,10656.0,316,3,,0.052499899989925325,11303.0,663,9,,0.09499359999608714,10877.0,475,5,,0.17912270000670105,10865.0,368,3,,0.3144979999924544,9003.0,477,3,,0.05521900000167079,11303.0,663,9,,0.10473130000173114,10055.0,551,5,,0.20854469999903813,9824.0,518,3,,0.7383148999942932,8792.0,811,3,,0.05383939998864662,11303.0,663,9,,0.11838240000361111,10039.0,654,5,,0.3386398000002373,9815.0,792,3,
19,477,8277.0,0.6859268000116572,maximum,0.21219140000175685,10572.0,319,3,,0.052777100005187094,11415.0,657,9,,0.08691420000104699,10943.0,474,5,,0.15869669998937752,10771.0,373,3,,0.29233470000326633,9181.0,545,3,,0.05461750000540633,11415.0,657,9,,0.09685529999842402,10105.0,553,5,,0.1899688999983482,9757.0,514,3,,0.6497762000071816,8981.0,848,3,,0.05315819999668747,11415.0,657,9,,0.11475720000453293,10041.0,661,5,,0.294939900006284,9693.0,747,3,
20,473,8446.0,0.6676798999978928,maximum,0.21795689999999013,10815.0,325,3,,0.05473119999805931,11606.0,669,9,,0.09185310000611935,11004.0,475,5,,0.1701723000005586,10868.0,371,3,,0.3054941000009421,9374.0,538,3,,0.056127500007278286,11606.0,669,9,,0.10371480000321753,10443.0,558,5,,0.2085032000031788,10059.0,518,3,,0.694073999999091,9150.0,865,3,,0.054570499996771105,11606.0,669,9,,0.12113130000943784,10378.0,662,5,,0.30221419999725185,10046.0,755,3,
21,478,7743.0,0.6854825000045821,maximum,0.21685409999918193,10082.0,316,3,,0.050527200000942685,10795.0,636,9,,0.08646009999210946,10353.0,462,5,,0.16221690000384115,10110.0,357,3,,0.2898866000032285,8545.0,486,3,,0.05225739999150392,10795.0,636,9,,0.09638050000648946,9671.0,546,5,,0.18833419999282341,9327.0,522,3,,0.6589653999981238,8351.0,785,3,,0.05750379999517463,10795.0,636,9,,0.11424769999575801,9671.0,644,5,,0.2700096000044141,9263.0,730,3,
22,470,8168.0,0.6671690000075614,maximum,0.22841860000335146,10530.0,322,3,,0.05388539998966735,11490.0,646,9,,0.09068060001300182,10995.0,473,5,,0.1662670999940019,11006.0,367,3,,0.3219009000022197,9145.0,528,3,,0.054657899992889725,11490.0,646,9,,0.10011990000202786,10176.0,552,5,,0.19996469999023248,9856.0,543,3,,0.7299007999972673,8824.0,851,3,,0.059304300011717714,11490.0,646,9,,0.12304869999934454,10176.0,659,5,,0.29453330000978895,9856.0,770,3,
23,465,7910.0,0.6484839000040665,maximum,0.22058400000969414,10473.0,313,3,,0.052357099993969314,11234.0,655,9,,0.08902460000535939,10955.0,461,5,,0.16461079999862704,10565.0,363,3,,0.30041049999999814,9015.0,482,3,,0.06958669998857658,11234.0,655,9,,0.09866470000997651,10075.0,536,5,,0.19173390000651125,9455.0,504,3,,0.7303805999981705,8790.0,824,3,,0.0707245000085095,11234.0,655,9,,0.12036179999995511,10074.0,641,5,,0.2916564000042854,9454.0,732,3,
24,472,8103.0,0.6432071000017459,maximum,0.21699200000148267,10336.0,317,3,,0.05108799999288749,11039.0,646,9,,0.09308130000135861,10547.0,466,5,,0.16175930001190864,10282.0,358,3,,0.2930913999880431,8906.5,486,3,,0.05365370000072289,11039.0,646,9,,0.10068869999668095,9875.0,544,5,,0.1868462999991607,9535.0,498,3,,0.6353187000058824,8711.0,790,3,,0.0626198999962071,11039.0,646,9,,0.11819090000062715,9875.0,641,5,,0.2866039000073215,9535.0,729,3,
25,477,7987.0,0.6594681999995373,maximum,0.21920999999565538,10343.0,317,3,,0.05004469999403227,11155.0,647,9,,0.08714570000302047,10597.0,460,5,,0.16168880001350772,10535.0,362,3,,0.2928698000032455,8881.0,492,3,,0.05204850000154693,11155.0,647,9,,0.09514409999246709,9852.0,539,5,,0.1873057000047993,9469.0,504,3,,0.6420273999974597,8563.0,774,3,,0.05993819999275729,11155.0,647,9,,0.11577450000913814,9851.0,633,5,,0.28510959999402985,9467.0,732,3,
26,475,8057.0,0.6379159999924013,maximum,0.22089389999746345,10444.0,320,3,,0.049223499998333864,11423.0,665,9,,0.08803169999737293,11007.0,478,5,,0.16654069999640342,10845.0,372,3,,0.2985216999950353,8909.5,503,3,,0.05109979999542702,11423.0,665,9,,0.09665320000203792,10398.0,573,5,,0.18857589999970514,10050.0,527,3,,0.701445300001069,8697.0,819,3,,0.0575373000028776,11423.0,665,9,,0.11676449999504257,10333.0,685,5,,0.28899659999297,9985.0,781,3,
27,470,8140.0,0.6610023000102956,maximum,0.21493740000005346,10428.0,312,3,,0.05110890000651125,11150.0,646,9,,0.08464359999925364,10829.0,463,5,,0.16673559999617282,10703.0,368,3,,0.2736791000061203,9009.0,455,3,,0.052699300009408034,11150.0,646,9,,0.09243099999730475,10036.0,536,5,,0.19614279999223072,9764.0,513,3,,0.6550828000035835,8732.0,760,3,,0.05771629999799188,11150.0,646,9,,0.10885429999325424,9972.0,641,5,,0.2910323999967659,9684.0,744,3,
28,484,8521.0,0.6994852000061655,maximum,0.2232027999998536,11046.0,315,3,,0.053001300009782426,11575.0,661,9,,0.0878309999970952,11098.0,480,5,,0.17594639999151696,10926.0,371,3,,0.3140155000000959,9386.5,511,3,,0.05439239999395795,11575.0,661,9,,0.09748039999976754,10393.5,560,5,,0.19914779999817256,10202.0,525,3,,0.7476407999929506,9178.0,858,3,,0.06052460000501014,11575.0,661,9,,0.11383309999655467,10393.0,661,5,,0.2981380999990506,10137.0,765,3,
29,490,8305.0,0.6976112999982433,maximum,0.2309986000036588,10748.0,322,3,,0.05243239999981597,11705.0,672,9,,0.09378969999670517,11024.0,474,5,,0.17079200000443961,10855.0,379,3,,0.31255040000542067,9250.0,566,3,,0.05366900000080932,11705.0,672,9,,0.10104660000069998,10153.0,562,5,,0.20361270000285003,9858.0,537,3,,0.7296329999953741,9009.0,901,3,,0.05805819999659434,11705.0,672,9,,0.11867280000296887,10153.0,666,5,,0.3165533999999752,9793.0,772,3,
30,480,8254.0,0.681009100007941,maximum,0.22387309999612626,10604.0,323,3,,0.05348940000112634,11276.0,665,9,,0.0923006999946665,10903.0,479,5,,0.17513260000851005,10681.0,375,3,,0.30354609999631066,9079.0,489,3,,0.054673500009812415,11276.0,665,9,,0.10184089999529533,10054.0,555,5,,0.20593870000448078,9654.0,508,3,,0.7048228999919957,8847.0,797,3,,0.06246780000219587,11276.0,665,9,,0.1272871999972267,10054.0,664,5,,0.3293158000014955,9655.0,752,3,
31,472,8309.0,0.6525650999974459,maximum,0.2161472000007052,10708.0,313,3,,0.050957600004039705,11263.0,656,9,,0.08613619999960065,10859.0,466,5,,0.16065859999798704,10853.0,364,3,,0.30218329999479465,9239.0,504,3,,0.05236539999896195,11263.0,656,9,,0.09602149999409448,10121.0,546,5,,0.1883601000008639,9848.0,533,3,,0.6570412000000942,8901.0,790,3,,0.057915900004445575,11263.0,656,9,,0.11766540000098757,10132.0,657,5,,0.2863701000023866,9845.0,757,3,
32,482,8541.0,0.6834724999935133,maximum,0.22638049999659415,11092.0,322,3,,0.05365159999928437,12005.0,677,9,,0.10342870000749826,11398.0,483,5,,0.16654160000325646,11285.0,372,3,,0.3066745000105584,9502.0,556,3,,0.056632199994055554,12005.0,677,9,,0.10061080000014044,10721.0,579,5,,0.20165989999077283,10461.0,558,3,,0.7195688000065275,9213.0,882,3,,0.06106749999162275,12005.0,677,9,,0.11940480000339448,10721.0,684,5,,0.3129731999943033,10397.0,786,3,
33,480,8641.0,0.6829386000026716,maximum,0.21940649999305606,11185.0,319,3,,0.05461759999161586,11825.0,657,9,,0.08899239999300335,11247.0,469,5,,0.16495839999697637,11135.0,367,3,,0.3030519000021741,9650.0,496,3,,0.05594720000226516,11825.0,657,9,,0.10256249998928979,10513.0,559,5,,0.19715950000681914,10209.0,526,3,,0.6844527000066591,9249.0,805,3,,0.06334520000382327,11825.0,657,9,,0.12441989999206271,10577.0,665,5,,0.3110540000052424,10306.0,774,3,
34,468,7749.0,0.6556610999978147,maximum,0.22145470000396017,9999.0,317,3,,0.05053209999459796,10669.0,642,9,,0.09085059999779332,10328.0,467,5,,0.1743586999946274,10189.0,369,3,,0.2961522999976296,8694.0,516,3,,0.0519168000028003,10669.0,642,9,,0.09906259999843314,9605.0,538,5,,0.20786949999455828,9310.0,519,3,,0.6691812000062782,8373.0,813,3,,0.06069739999657031,10669.0,642,9,,0.11373340000864118,9605.0,635,5,,0.29354300000704825,9309.0,740,3,
35,474,8244.0,0.6736309999978403,maximum,0.20879210000566673,10475.0,312,3,,0.053307399997720495,11468.0,644,9,,0.09342330000072252,10936.0,469,5,,0.16021699999691918,10711.0,360,3,,0.2935552000126336,9080.5,470,3,,0.05514419999963138,11468.0,644,9,,0.10275070001080167,10444.0,544,5,,0.19121180000365712,10069.0,511,3,,0.6442489000037313,8836.0,767,3,,0.06163159999414347,11468.0,644,9,,0.128705600000103,10444.0,660,5,,0.3014035999949556,10069.0,753,3,
36,466,8188.0,0.6598453000042355,maximum,0.2235385999956634,10525.0,316,3,,0.052639000001363456,11302.0,649,9,,0.08973379999224562,11027.0,476,5,,0.17122540000127628,10858.0,373,3,,0.30888409999897704,9053.0,505,3,,0.054132100005517714,11302.0,649,9,,0.09895820000383537,10248.0,548,5,,0.20208109999657609,9900.0,533,3,,0.7264429000060773,8844.0,837,3,,0.0629213000065647,11302.0,649,9,,0.12066600000252947,10248.0,652,5,,0.31357260000368115,9884.0,768,3,
37,470,7929.0,0.6566846000059741,maximum,0.2246206000127131,10253.0,316,3,,0.05260180000914261,10864.0,640,9,,0.0938311999925645,10507.0,464,5,,0.16885040000488516,10373.0,361,3,,0.3201851999911014,8892.5,519,3,,0.05499750000308268,10864.0,640,9,,0.10337120000622235,9885.0,548,5,,0.21525900000415277,9549.0,520,3,,0.6813490999920759,8553.0,826,3,,0.06129849998978898,10864.0,640,9,,0.12105149999842979,9885.0,649,5,,0.2918026999977883,9545.0,746,3,
38,460,7861.0,0.6384663999924669,maximum,0.2238398000044981,10220.0,315,3,,0.05635769999935292,11061.0,661,9,,0.09299710000050254,10609.0,475,5,,0.162595899993903,10474.0,370,3,,0.3006470999971498,8743.0,494,3,,0.05778320001263637,11061.0,661,9,,0.09781690000090748,9785.0,551,5,,0.18887119999271818,9477.0,538,3,,0.6801145999925211,8485.0,804,3,,0.06679470000381116,11061.0,661,9,,0.11684729999979027,9769.0,652,5,,0.28590149999945424,9477.0,767,3,
39,481,8747.0,0.6714924999978393,maximum,0.22063949999574106,11088.0,323,3,,0.057004599992069416,12139.0,676,9,,0.09866669999610167,11501.0,481,5,,0.17884959999355488,11450.0,372,3,,0.28215100000670645,9646.0,472,3,,0.05837870000686962,12139.0,676,9,,0.11342290000175126,10779.0,559,5,,0.21929890000319574,10491.0,536,3,,0.6747447000088869,9325.0,795,3,,0.06210850000206847,12139.0,676,9,,0.1349969000002602,10711.0,670,5,,0.35552349999488797,10427.0,795,3,
40,479,8381.0,0.6688318000087747,maximum,0.2268807999935234,10680.0,323,3,,0.05195869998715352,11819.0,666,9,,0.09115560000645928,11248.0,481,5,,0.17150679999031126,11098.0,369,3,,0.3172832999989623,9302.5,542,3,,0.05391209998924751,11819.0,666,9,,0.10413400000834372,10369.0,559,5,,0.2062659000075655,9999.0,512,3,,0.7396588999981759,9069.0,869,3,,0.06124219999765046,11819.0,666,9,,0.12372419999155682,10369.0,666,5,,0.31701199999952223,9989.0,759,3,
41,486,8583.0,0.7019475000124658,maximum,0.21489659999497235,11283.0,324,3,,0.05491890000121202,12257.0,681,9,,0.09255960000155028,11683.0,481,5,,0.17036219999135938,11233.0,376,3,,0.29298660000495147,9736.5,500,3,,0.05788880000181962,12257.0,681,9,,0.10579640000651125,10859.0,565,5,,0.20262039999943227,10280.0,556,3,,0.6674914999894099,9463.0,818,3,,0.06466239999281242,12257.0,681,9,,0.12480949999007862,10859.0,668,5,,0.3157257999991998,10279.0,786,3,
42,475,7990.0,0.6659488000004785,maximum,0.23267939999641385,10320.0,322,3,,0.055849600001238286,10924.0,659,9,,0.0969312999950489,10530.0,471,5,,0.17229049999150448,10431.0,375,3,,0.33536320000712294,8862.0,525,3,,0.05647850000241306,10924.0,659,9,,0.10817479999968782,9831.0,552,5,,0.20227510000404436,9487.0,528,3,,0.7137245999911102,8614.0,835,3,,0.0648256999993464,10924.0,659,9,,0.1218191000079969,9830.0,653,5,,0.28206529999442864,9487.0,747,3,
43,475,8198.0,0.6790260000125272,maximum,0.21521639999991748,10517.0,318,3,,0.05194020000635646,11304.0,662,9,,0.08793670000159182,10834.0,465,5,,0.16557789999933448,10706.0,366,3,,0.2924286000052234,9078.0,522,3,,0.05366909998701885,11304.0,662,9,,0.11330770001222845,10090.0,558,5,,0.2015638000011677,10190.0,554,3,,0.6901255999982823,8822.0,848,3,,0.07135579999885522,11304.0,662,9,,0.11504089999652933,10282.0,659,5,,0.29836559999966994,10254.0,794,3,
44,480,8270.0,0.6956991000042763,maximum,0.20909440000832547,10602.0,311,3,,0.052102999994531274,11216.0,648,9,,0.08935029999702238,10756.0,461,5,,0.16251639999973122,10729.0,362,3,,0.3058776999969268,9134.0,543,3,,0.054504400002770126,11216.0,648,9,,0.10138689998711925,10242.0,550,5,,0.19646950000606012,9862.0,529,3,,0.661979299999075,8926.0,836,3,,0.06081300000369083,11216.0,648,9,,0.12113919999683276,10242.0,652,5,,0.30835999999544583,9862.0,757,3,
45,475,8212.0,0.6639503000042168,maximum,0.21907399999327026,10659.0,320,3,,0.05390800000168383,11292.0,653,9,,0.0936712999973679,10913.0,476,5,,0.17461469999398105,10884.0,371,3,,0.3075086999888299,9108.0,540,3,,0.05514969999785535,11292.0,653,9,,0.10266869999759365,10081.0,550,5,,0.2092623999924399,9693.0,519,3,,0.6963180000020657,8852.0,864,3,,0.06236460000218358,11292.0,653,9,,0.12215450000076089,10080.0,654,5,,0.30830910000076983,9692.0,752,3,
46,483,8141.0,0.6824285000038799,maximum,0.20912359999783803,10574.0,320,3,,0.050295399996684864,11357.0,646,9,,0.08939100000134204,10862.0,468,5,,0.1796199000091292,10735.0,370,3,,0.2928649000095902,9042.5,495,3,,0.052353899998706765,11357.0,646,9,,0.09441279999737162,10169.0,544,5,,0.20728829999279696,9877.0,542,3,,0.6485740000061924,8797.0,801,3,,0.059237399997073226,11357.0,646,9,,0.11373069998808205,10105.0,653,5,,0.31545949999417644,9877.0,774,3,
47,477,8209.0,0.672466699994402,maximum,0.24830340000335127,10571.0,317,3,,0.05181659999652766,11019.0,655,9,,0.09083589998772368,10755.0,468,5,,0.18755589998909272,10581.0,367,3,,0.2972970999981044,9170.0,533,3,,0.05497530000866391,11019.0,655,9,,0.1026142000046093,10033.0,551,5,,0.20522090001031756,9705.0,528,3,,0.6871008999878541,8881.0,845,3,,0.06293870000808965,11019.0,655,9,,0.12173810000240337,10026.0,654,5,,0.27841040000203066,9705.0,743,3,
48,480,7860.0,0.6760825000092154,maximum,0.21469209999486338,10153.0,313,3,,0.0545055999973556,10700.0,652,9,,0.08915780000097584,10470.0,475,5,,0.16507909999927506,10289.0,365,3,,0.28945940000994597,8725.0,524,3,,0.05785409999953117,10700.0,652,9,,0.10100469998724293,9708.0,541,5,,0.18883400000049733,9405.0,522,3,,0.6536283000023104,8500.0,831,3,,0.06684020000102464,10700.0,652,9,,0.1184200999996392,9708.0,643,5,,0.2926833999954397,9404.0,762,3,
49,488,8445.0,0.6957037000101991,maximum,0.22528079999028705,11159.0,326,3,,0.054193199990550056,12263.0,669,9,,0.09405590000096709,11584.0,480,5,,0.17566760000772774,11207.0,374,3,,0.28938319999724627,9491.0,466,3,,0.05580859999463428,12263.0,669,9,,0.10644999999203719,10827.0,557,5,,0.2055841999972472,10117.0,537,3,,0.7141375000064727,9325.0,803,3,,0.06044250000559259,12263.0,669,9,,0.12490999999863561,10763.0,661,5,,0.3009022000042023,10077.0,772,3,
50,476,8468.0,0.6721622000040952,maximum,0.21937079999770503,10926.0,318,3,,0.0545167000091169,11734.0,677,9,,0.09296049999829847,11363.0,478,5,,0.16691479999281,11156.0,377,3,,0.31469459999061655,9476.0,577,3,,0.05735710001317784,11734.0,677,9,,0.10455910000018775,10548.0,580,5,,0.1974639000109164,10124.0,550,3,,0.6810208999959286,9156.0,882,3,,0.0662292999913916,11734.0,677,9,,0.11985170000116341,10532.0,678,5,,0.28963469999143854,10124.0,805,3,
51,476,8203.0,0.6700644999946235,maximum,0.22264520000317134,10505.0,319,3,,0.05375619999540504,11223.0,664,9,,0.09056630000122823,10851.0,475,5,,0.1707997999910731,10705.0,369,3,,0.30529329999990296,9101.0,504,3,,0.05528050000430085,11223.0,664,9,,0.10129000000597443,10293.0,561,5,,0.20764510000299197,9963.0,569,3,,0.6814900000026682,8827.0,814,3,,0.0639592000079574,11223.0,664,9,,0.12195269999210723,10291.0,656,5,,0.2993829999904847,9963.0,796,3,
52,472,7933.0,0.6699752999993507,maximum,0.21764429999166168,10198.0,313,3,,0.05125850001059007,10745.0,645,9,,0.08982350000587758,10669.0,469,5,,0.1823858999996446,10416.0,365,3,,0.3061102999927243,8829.0,517,3,,0.05263310000009369,10745.0,645,9,,0.09983949999150354,9953.0,556,5,,0.2116539999988163,9605.0,513,3,,0.6509328000101959,8541.0,810,3,,0.06115220001083799,10745.0,645,9,,0.12080970000533853,9953.0,663,5,,0.3307127999869408,9605.0,765,3,
