matrix_index,bvn_perms,bvn_cycle,bvn_runtime,bvn_matching,heavy_static_16_time,heavy_static_16_cycle,heavy_static_16_perms,heavy_static_16_planes,heavy_static_16_split,heavy_static_2_time,heavy_static_2_cycle,heavy_static_2_perms,heavy_static_2_planes,heavy_static_2_split,heavy_static_4_time,heavy_static_4_cycle,heavy_static_4_perms,heavy_static_4_planes,heavy_static_4_split,heavy_static_8_time,heavy_static_8_cycle,heavy_static_8_perms,heavy_static_8_planes,heavy_static_8_split
0,7328,7790.0,3.0646843000140507,heavy_static,0.2262242999859154,8414.0,1739,3,,2.143575399997644,11164.0,636,9,,0.0525855999439954,9738.0,881,5,,0.1144064998952671,9326.0,1322,3,
1,8071,8743.0,1.2814619000128005,heavy_static,0.2627341999905184,9671.0,1857,3,,0.0542773000197485,12103.0,668,9,,0.0536426999606192,10831.0,933,5,,0.118995500029996,10287.0,1394,3,
2,7640,8178.0,1.181407299998682,heavy_static,0.2480204000603407,8914.0,1816,3,,0.0216465000994503,11520.0,667,9,,0.0650205999845638,10178.0,934,5,,0.1213977999286726,9818.0,1395,3,
3,7475,7950.0,1.0876753000193276,heavy_static,0.2437888999702409,8670.0,1825,3,,0.0228980000829324,11140.0,672,9,,0.0541520999977365,9906.0,926,5,,0.124035199987702,9566.0,1380,3,
4,7570,8126.0,1.1496574000047983,heavy_static,0.2946530000772327,8782.0,1840,3,,0.0205102999461814,11210.0,668,9,,0.0659006000496447,9994.0,922,5,,0.1502847000956535,9662.0,1340,3,
5,8231,8907.0,1.1802357999840751,heavy_static,0.2815752999158576,9611.0,1892,3,,0.0222571999765932,12227.0,682,9,,0.063254699925892,10955.0,945,5,,0.1452103999909013,10587.0,1418,3,
6,7381,7901.0,1.0525641000131143,heavy_static,0.2848359999479726,8605.0,1839,3,,0.0198954000370576,10823.0,653,9,,0.0657033999450504,9585.0,918,5,,0.171720499987714,9397.0,1377,3,
7,7578,8173.0,1.0860873999772591,heavy_static,0.2383506000041961,8829.0,1786,3,,0.0253212000243365,11167.0,643,9,,0.0537262000143528,10369.0,905,5,,0.1320089000510051,10077.0,1343,3,
8,7632,8178.0,1.070226100011496,heavy_static,0.2892547999508679,8802.0,1761,3,,0.0193941000616177,11410.0,662,9,,0.0638305000029504,10314.0,908,5,,0.1418381999246776,10002.0,1343,3,
9,8109,8759.0,1.1706858999968972,heavy_static,0.3162056000437587,9687.0,1867,3,,0.0202665000688284,12445.0,681,9,,0.0684148001018911,11175.0,949,5,,0.1431770999915897,10663.0,1429,3,
10,7470,8005.0,1.0808221000188496,heavy_static,0.2404553999658674,8629.0,1811,3,,0.0170875999610871,10851.0,652,9,,0.058817800018005,9801.0,909,5,,0.1259668000275269,9461.0,1332,3,
11,7773,8391.0,1.118256999994628,heavy_static,0.2718457999872044,9015.0,1786,3,,0.0186187999788671,11505.0,660,9,,0.0695643000071868,10367.0,922,5,,0.1360590999247506,10055.0,1376,3,
12,7653,8245.0,1.0738667999976317,heavy_static,0.2770696999505162,8901.0,1818,3,,0.018004999961704,11479.0,661,9,,0.054691799916327,10129.0,923,5,,0.123124000034295,9813.0,1358,3,
13,7504,8055.0,1.08228629999212,heavy_static,0.2707752999849617,8711.0,1799,3,,0.0193533999845385,11039.0,651,9,,0.0581479000393301,9923.0,908,5,,0.1309849000535905,9511.0,1337,3,
14,7080,7590.0,1.026967700017849,heavy_static,0.2616375000216067,8214.0,1720,3,,0.0166220000246539,10486.0,641,9,,0.0585370999760925,9722.0,905,5,,0.1200047000311315,9366.0,1312,3,
15,7917,8496.0,1.1635542000003625,heavy_static,0.2804991999873891,9152.0,1816,3,,0.0165656999452039,11748.0,667,9,,0.057661100057885,10232.0,904,5,,0.125928399967961,9904.0,1360,3,
16,7585,8113.0,1.1894727000035346,heavy_static,0.2789634000509977,8705.0,1788,3,,0.0166602999670431,11157.0,671,9,,0.0582005999749526,10025.0,927,5,,0.1470359999220818,9689.0,1381,3,
17,8076,8710.0,1.1105121000146028,heavy_static,0.2526598999975249,9606.0,1865,3,,0.0188092000316828,12354.0,668,9,,0.0632713999366387,10870.0,931,5,,0.1626004999270662,10406.0,1377,3,
18,7620,8183.0,1.165882600005716,heavy_static,0.2882704999065026,8791.0,1798,3,,0.018026000005193,11299.0,661,9,,0.0645898000802844,10039.0,925,5,,0.132271800073795,9815.0,1373,3,
19,7698,8277.0,1.0515491999976805,heavy_static,0.2625688000116497,8981.0,1832,3,,0.0189694999717175,11415.0,657,9,,0.0598365999758243,10041.0,911,5,,0.133848899975419,9693.0,1331,3,
20,7833,8446.0,1.149940900009824,heavy_static,0.298913599923253,9150.0,1883,3,,0.0207519999239593,11478.0,668,9,,0.0670955999521538,10378.0,928,5,,0.1551761999726295,10047.0,1369,3,
21,7297,7743.0,1.0364506000187248,heavy_static,0.3397492999210953,8351.0,1735,3,,0.0168704999377951,10667.0,635,9,,0.0568798000458627,9607.0,886,5,,0.1440338999964296,9263.0,1297,3,
22,7625,8168.0,1.1043904999969527,heavy_static,0.3002481000730768,8824.0,1780,3,,0.0198034000350162,11490.0,646,9,,0.0597534000407904,10176.0,902,5,,0.1391108999960124,9856.0,1367,3,
23,7370,7910.0,1.009872099995846,heavy_static,0.2630045000696555,8790.0,1797,3,,0.026773800025694,11232.0,653,9,,0.0644906000234186,10074.0,903,5,,0.1305605000816285,9454.0,1316,3,
24,7541,8103.0,1.1190651999786496,heavy_static,0.2639219000702724,8711.0,1789,3,,0.0176324000349268,11039.0,646,9,,0.0648867000127211,9875.0,911,5,,0.1324691999470815,9535.0,1334,3,
25,7415,7987.0,1.0345785999961663,heavy_static,0.2455277000553906,8563.0,1759,3,,0.0176297998987138,11155.0,647,9,,0.0551104999613016,9851.0,885,5,,0.1200241999467834,9467.0,1318,3,
26,7548,8057.0,1.372383499983698,heavy_static,0.2332544000819325,8697.0,1812,3,,0.0201133000664412,11423.0,665,9,,0.0626182999694719,10333.0,937,5,,0.125584700028412,9985.0,1356,3,
27,7594,8140.0,1.3679244000231847,heavy_static,0.2193742999807,8732.0,1736,3,,0.0200569999869912,11150.0,646,9,,0.0504707000218331,9972.0,899,5,,0.1131056000012904,9684.0,1355,3,
28,7947,8521.0,1.2429055999964476,heavy_static,0.2428498000372201,9177.0,1871,3,,0.0174631999107077,11575.0,661,9,,0.0518734999932348,10393.0,937,5,,0.1177528999978676,10137.0,1373,3,
29,7737,8305.0,1.4011796999839137,heavy_static,0.27963899995666,9009.0,1872,3,,0.0180048000765964,11705.0,672,9,,0.0606418000534176,10153.0,927,5,,0.1467470000497996,9793.0,1373,3,
30,7667,8254.0,1.3624600000039209,heavy_static,0.2901823999127373,8846.0,1776,3,,0.021817100001499,11276.0,665,9,,0.0596295999130234,10054.0,915,5,,0.1357009999919682,9654.0,1347,3,
31,7711,8309.0,1.3298801000055391,heavy_static,0.2930377000011503,8901.0,1757,3,,0.025064899935387,11245.0,647,9,,0.0698201999766752,10117.0,895,5,,0.1242454999592155,9845.0,1350,3,
32,7936,8541.0,1.5224497000162955,heavy_static,0.2773436000570655,9213.0,1892,3,,0.0195570000214502,12005.0,677,9,,0.0590058000525459,10721.0,951,5,,0.1366698000347241,10397.0,1402,3,
33,8016,8641.0,1.3475620000099298,heavy_static,0.2913266000105068,9249.0,1789,3,,0.0201659000013023,11697.0,656,9,,0.0675755999982357,10513.0,925,5,,0.1321760000428185,10177.0,1356,3,
34,7247,7749.0,1.2079420000081882,heavy_static,0.2748055999400094,8373.0,1772,3,,0.017954200040549,10669.0,642,9,,0.055472599924542,9605.0,898,5,,0.136377100017853,9309.0,1317,3,
35,7669,8244.0,1.1884653000161052,heavy_static,0.3044109999900684,8836.0,1770,3,,0.0191289000213146,11468.0,644,9,,0.0687441000482067,10444.0,907,5,,0.1557348000351339,10068.0,1355,3,
36,7602,8188.0,1.369322500017006,heavy_static,0.2953879999695346,8844.0,1779,3,,0.0190829000202938,11046.0,645,9,,0.0618919000262394,10248.0,908,5,,0.1402737000025808,9884.0,1334,3,
37,7455,7929.0,1.1437347999890335,heavy_static,0.3052253999048844,8553.0,1759,3,,0.0181156999897211,10863.0,639,9,,0.0823169999057427,9885.0,906,5,,0.1670994999585673,9545.0,1352,3,
38,7332,7861.0,1.0319503000064287,heavy_static,0.2521512999664992,8485.0,1767,3,,0.0247098999097943,11061.0,661,9,,0.0783457000507041,9769.0,918,5,,0.1495345999719575,9477.0,1361,3,
39,8096,8747.0,1.25132839998696,heavy_static,0.3081315000308677,9323.0,1801,3,,0.0218307999894022,12107.0,675,9,,0.0619833000237122,10711.0,931,5,,0.1496570999734103,10491.0,1412,3,
40,7759,8381.0,1.201942300016526,heavy_static,0.3203792000422254,9069.0,1796,3,,0.0229194000130519,11819.0,666,9,,0.0681135000195354,10369.0,920,5,,0.1454982000868767,9989.0,1354,3,
41,7957,8583.0,1.4244342000165489,heavy_static,0.3046502999495715,9463.0,1825,3,,0.0209516000468283,12257.0,681,9,,0.0634665000252425,10859.0,944,5,,0.1490322999889031,10279.0,1405,3,
42,7459,7990.0,1.2950957999855746,heavy_static,0.3078904999420047,8614.0,1775,3,,0.0172121000941842,10924.0,659,9,,0.060602500103414,9831.0,916,5,,0.1312569000292569,9486.0,1343,3,
43,7637,8198.0,1.1077162000001408,heavy_static,0.2593397999880835,8822.0,1834,3,,0.017404600046575,11304.0,662,9,,0.059348199982196,10090.0,926,5,,0.148042400018312,9806.0,1377,3,
44,7698,8270.0,1.2970604000147432,heavy_static,0.2696979999309405,8926.0,1789,3,,0.0177173999836668,11216.0,648,9,,0.0594880999997258,10242.0,909,5,,0.1303364000050351,9862.0,1340,3,
45,7652,8212.0,1.0595614000048954,heavy_static,0.2538552000187337,8852.0,1804,3,,0.0177982000168412,11292.0,653,9,,0.0695322999963536,10080.0,914,5,,0.1413727999897673,9692.0,1373,3,
46,7589,8141.0,1.4513691999891307,heavy_static,0.2396784999873489,8749.0,1800,3,,0.0243104000110179,11373.0,647,9,,0.0580971000017598,10041.0,903,5,,0.1277429999317973,9877.0,1338,3,
47,7645,8209.0,1.0447071000235155,heavy_static,0.2569595000240952,8881.0,1779,3,,0.0197557000210508,11019.0,655,9,,0.0720455999253317,10025.0,905,5,,0.1258592000231146,9705.0,1341,3,
48,7377,7860.0,1.1211180000100285,heavy_static,0.2603080000262707,8500.0,1804,3,,0.0186425000429153,10700.0,652,9,,0.0566393999615684,9708.0,909,5,,0.1249856000067666,9404.0,1354,3,
49,7876,8445.0,1.089721099997405,heavy_static,0.2818686000537127,9325.0,1761,3,,0.0217303000390529,11879.0,663,9,,0.0620844999793916,10761.0,908,5,,0.1444698999403044,10077.0,1374,3,
50,7865,8468.0,1.5054735000012442,heavy_static,0.2519031000556424,9156.0,1827,3,,0.0180425000144168,11734.0,677,9,,0.0626802999759092,10532.0,947,5,,0.1188878000248223,10124.0,1400,3,
51,7649,8203.0,1.368047000025399,heavy_static,0.2682556000072509,8827.0,1838,3,,0.022030199994333,11223.0,664,9,,0.0577974000480026,10291.0,913,5,,0.123439299990423,9963.0,1394,3,
52,7392,7933.0,1.261178699991433,heavy_static,0.264501400059089,8541.0,1786,3,,0.0201032999902963,10745.0,645,9,,0.0616836999543011,9953.0,910,5,,0.1401930999709293,9605.0,1340,3,
53,7717,8322.0,1.1121121999749448,heavy_static,0.256578299915418,9010.0,1836,3,,0.0208975999848917,11450.0,665,9,,0.0629750000080093,10526.0,934,5,,0.141595899942331,10154.0,1380,3,
54,7912,8489.0,1.4375478999863844,heavy_static,0.2794628000119701,9129.0,1835,3,,0.0212730999337509,11665.0,673,9,,0.0651964000426232,10397.0,933,5,,0.1404543999815359,10049.0,1381,3,
55,7334,7856.0,1.3126470999850426,heavy_static,0.2663274999940768,8512.0,1807,3,,0.0158614999381825,10984.0,647,9,,0.0624211999820545,10024.0,918,5,,0.1233015999896451,9592.0,1343,3,
56,7881,8506.0,1.0970937999954913,heavy_static,0.2498006999958306,9178.0,1809,3,,0.0184859000146389,11890.0,679,9,,0.0617080000229179,10426.0,937,5,,0.1153628999600187,10034.0,1368,3,
57,7428,7959.0,1.4123358000069857,heavy_static,0.2793442000402137,8583.0,1776,3,,0.0204260000027716,10979.0,650,9,,0.0632357998983934,9875.0,901,5,,0.1197593000251799,9455.0,1321,3,
58,7440,7987.0,1.0325158000050578,heavy_static,0.2430427999934181,8627.0,1789,3,,0.0195400000084191,10967.0,658,9,,0.0568411999847739,9751.0,903,5,,0.1395164000568911,9507.0,1367,3,
59,7444,8007.0,1.124317500012694,heavy_static,0.2902395999990403,8727.0,1799,3,,0.0197571000317111,11211.0,653,9,,0.0625372000504285,10187.0,928,5,,0.163217999972403,9847.0,1353,3,
60,7299,7781.0,0.9923524000041652,heavy_static,0.2496125999605283,8389.0,1774,3,,0.0219309000531211,10981.0,650,9,,0.0674498000880703,9601.0,892,5,,0.1240185999777168,9349.0,1341,3,
61,8157,8818.0,1.2457866999902762,heavy_static,0.2941460999427363,9842.0,1883,3,,0.0206218999810516,12244.0,674,9,,0.0699979999335482,11374.0,966,5,,0.1611648000543937,10698.0,1400,3,
62,7330,7838.0,1.190565799974138,heavy_static,0.2778916000388562,8510.0,1798,3,,0.0155194000108167,10722.0,643,9,,0.0572063000872731,9642.0,889,5,,0.1142948999768123,9342.0,1319,3,
63,7799,8401.0,1.1769461999938358,heavy_static,0.2734107000287622,9137.0,1811,3,,0.0246290999930351,11621.0,657,9,,0.061632200027816,10509.0,929,5,,0.1245145000284537,10073.0,1368,3,
64,7863,8436.0,1.3667799000104424,heavy_static,0.2638186999829486,9076.0,1825,3,,0.0190636999905109,11306.0,657,9,,0.0578662999905645,10536.0,924,5,,0.1203427999280393,10204.0,1361,3,
65,7336,7823.0,1.2822664999985136,heavy_static,0.2496843000408262,8479.0,1772,3,,0.0151534000178799,11007.0,649,9,,0.0534821000183001,9879.0,902,5,,0.1161146000958979,9551.0,1338,3,
66,7428,7958.0,1.0025562000228092,heavy_static,0.2376916999928653,8582.0,1746,3,,0.0192920999834314,11010.0,645,9,,0.0528919999487698,9930.0,893,5,,0.114695299998857,9590.0,1341,3,
67,7442,7956.0,1.1204063999757636,heavy_static,0.2618749999674037,8596.0,1734,3,,0.0234213999938219,11086.0,642,9,,0.0623189000179991,10140.0,907,5,,0.1178970000473782,9780.0,1345,3,
68,7388,7901.0,0.9933113000006416,heavy_static,0.2798506999388337,8557.0,1809,3,,0.0177369000157341,10897.0,646,9,,0.0601916000014171,9849.0,914,5,,0.1552816000767052,9429.0,1334,3,
69,7340,7851.0,1.1178324999928009,heavy_static,0.3039704000111669,8587.0,1784,3,,0.0192038000095635,10937.0,643,9,,0.0663230998907238,9879.0,900,5,,0.1380376000888645,9531.0,1322,3,
70,7187,7667.0,0.9928217999986372,heavy_static,0.2578024000395089,8307.0,1749,3,,0.0174204999348148,10619.0,646,9,,0.0580063998932018,9615.0,891,5,,0.126276999944821,9323.0,1336,3,
71,7549,8073.0,1.141817199997604,heavy_static,0.2891447999281809,8681.0,1759,3,,0.018252900103107,11037.0,662,9,,0.0595879999455064,9913.0,919,5,,0.1242572000483051,9617.0,1385,3,
72,7542,8119.0,1.1869980999908876,heavy_static,0.3063061999855563,8759.0,1838,3,,0.0225248000351712,11089.0,661,9,,0.0686300999950617,10299.0,927,5,,0.1557825000490993,9919.0,1378,3,
73,7324,7807.0,1.2610612999997102,heavy_static,0.2532968999585137,8415.0,1670,3,,0.0184756000526249,11135.0,631,9,,0.0751331999199464,9927.0,874,5,,0.125632100040093,9527.0,1302,3,
74,7477,8010.0,1.1323922000010498,heavy_static,0.2849907999625429,8618.0,1706,3,,0.0184629999566823,11210.0,641,9,,0.0654290999518707,9950.0,893,5,,0.1322411999572068,9626.0,1330,3,
75,7656,8209.0,1.0343096999858972,heavy_static,0.3141150999581441,8945.0,1800,3,,0.0201136999530717,11217.0,658,9,,0.0668236999772489,10185.0,918,5,,0.137557000038214,9889.0,1342,3,
76,7592,8105.0,1.1422921000048518,heavy_static,0.264241800061427,8761.0,1773,3,,0.0171123000327497,11225.0,654,9,,0.05838559998665,10101.0,912,5,,0.1351997000165283,9721.0,1348,3,
77,7939,8543.0,1.0846414999978151,heavy_static,0.2714368000160903,9151.0,1861,3,,0.0226230999687686,11467.0,669,9,,0.0809908000519499,10499.0,931,5,,0.1734048000071197,10247.0,1426,3,
78,7337,7833.0,1.2246291999763343,heavy_static,0.2428893999895081,8425.0,1741,3,,0.0266936999978497,10821.0,636,9,,0.0846710000187158,9737.0,898,5,,0.1450044999364763,9601.0,1311,3,
79,7704,8295.0,1.02311050001299,heavy_static,0.3133969000773504,8887.0,1797,3,,0.021666600019671,11525.0,659,9,,0.0802314999746158,10163.0,909,5,,0.1481660000281408,9831.0,1360,3,
80,7575,8143.0,1.5309141000034288,heavy_static,0.2884996999055147,8751.0,1787,3,,0.0194353000260889,11097.0,651,9,,0.060854300041683,10071.0,894,5,,0.1323565000202506,9823.0,1355,3,
81,7683,8275.0,1.049434700020356,heavy_static,0.2781398999504745,8899.0,1789,3,,0.0186344999819993,11267.0,659,9,,0.0640920000150799,10079.0,911,5,,0.1289783999091014,9683.0,1353,3,
82,7411,7904.0,1.5253685000061523,heavy_static,0.2472264999523759,8784.0,1805,3,,0.0160068999975919,11164.0,642,9,,0.0566372000612318,10000.0,904,5,,0.114642700063996,9432.0,1324,3,
83,7692,8249.0,1.0896568000025582,heavy_static,0.2643593000248074,8937.0,1837,3,,0.0205911000957712,11553.0,671,9,,0.058924000011757,10185.0,925,5,,0.1252606000052765,9809.0,1365,3,
84,7934,8557.0,1.2244515999918804,heavy_static,0.2456985000753775,9181.0,1851,3,,0.0203887999523431,11617.0,682,9,,0.0551804000278934,10665.0,950,5,,0.1418743000831455,10293.0,1386,3,
85,7477,8034.0,1.30486249999376,heavy_static,0.2877263999544084,8690.0,1746,3,,0.0199978000018745,11092.0,656,9,,0.0638172000180929,10042.0,913,5,,0.1497413999168202,9722.0,1366,3,
86,7548,8087.0,1.5498074000061024,heavy_static,0.2594756999751553,8967.0,1830,3,,0.0161399999633431,11211.0,670,9,,0.0579650999279692,10387.0,924,5,,0.140449000056833,9895.0,1394,3,
87,7653,8234.0,1.41568819998065,heavy_static,0.2666788999922573,8890.0,1772,3,,0.0230886000208556,11260.0,651,9,,0.0543864999199286,10178.0,916,5,,0.156978000071831,9850.0,1340,3,
88,7910,8513.0,1.466937399993185,heavy_static,0.2557371000293642,9105.0,1777,3,,0.0211731999879702,11695.0,666,9,,0.0636489000171423,10537.0,934,5,,0.1490415000589564,10241.0,1374,3,
89,7732,8332.0,1.5608820000197738,heavy_static,0.3211450000526383,9004.0,1870,3,,0.0230897000292316,11492.0,670,9,,0.0757568000117316,10412.0,935,5,,0.1819068000186234,10068.0,1380,3,
90,7826,8425.0,1.3008202000055462,heavy_static,0.2430514000589028,9129.0,1827,3,,0.0186992000089958,11641.0,663,9,,0.0619255000492557,10497.0,930,5,,0.1424023999134078,10145.0,1384,3,
91,7069,7584.0,1.1743074999831151,heavy_static,0.2838235999224707,8176.0,1727,3,,0.018313999986276,10648.0,648,9,,0.0690189000451937,9328.0,876,5,,0.1431094000581652,9064.0,1335,3,
92,7743,8324.0,1.114843400020618,heavy_static,0.2596644000150263,8948.0,1824,3,,0.0409417999908328,11452.0,663,9,,0.0604703000281006,10256.0,928,5,,0.1312455999432131,9884.0,1347,3,
93,7219,7729.0,1.3119245000125377,heavy_static,0.28067510004621,8369.0,1722,3,,0.0198255999712273,10835.0,645,9,,0.0576464000623673,9825.0,905,5,,0.1314615000737831,9513.0,1334,3,
94,7470,8057.0,1.023220000002766,heavy_static,0.313834699918516,8921.0,1818,3,,0.0198053000494837,11341.0,659,9,,0.0652894999366253,10309.0,907,5,,0.1502264000009745,9729.0,1358,3,
95,7806,8407.0,1.2028062000172213,heavy_static,0.2798929000273347,9031.0,1855,3,,0.0196399999549612,11261.0,665,9,,0.0613507000962272,10151.0,934,5,,0.1358422999037429,9807.0,1375,3,
96,7223,7715.0,1.1947323000058532,heavy_static,0.3380149999866262,8371.0,1749,3,,0.0185971000464633,10647.0,639,9,,0.0701712000882253,9659.0,904,5,,0.1293879000004381,9299.0,1301,3,
97,7389,7924.0,1.1368784999940544,heavy_static,0.2745757999364286,8292.0,1775,2,,0.0187805999303236,10824.0,651,8,,0.0581053999485448,9824.0,913,4,,0.1418376999208703,9684.0,1349,3,
98,7589,8157.0,1.154413400014164,heavy_static,0.243107600021176,8797.0,1790,3,,0.01975840004161,10933.0,640,9,,0.0622484999476,9997.0,906,5,,0.1440633999882266,9581.0,1334,3,
99,7953,8570.0,1.2623038000019733,heavy_static,0.263202799949795,9226.0,1805,3,,0.0174584999913349,11750.0,652,9,,0.0538279999746009,10594.0,909,5,,0.1275118000339716,10274.0,1384,3,
100,7536,8061.0,1.0739151999878231,heavy_static,0.3149103999603539,8717.0,1822,3,,0.0208986999932676,10967.0,649,9,,0.0692741000093519,10053.0,920,5,,0.1266197999939322,9805.0,1363,3,
101,7632,8197.0,1.249374299979536,heavy_static,0.2843417000258341,8821.0,1808,3,,0.0205125999636948,11147.0,664,9,,0.0591809999896213,9913.0,916,5,,0.1429565000580623,9581.0,1360,3,
102,7648,8206.0,1.176497800013749,heavy_static,0.2475723000243306,8798.0,1792,3,,0.0196509999223053,11240.0,662,9,,0.061465400038287,10254.0,929,5,,0.1378518999554217,9982.0,1390,3,
103,7710,8283.0,1.3277973999793176,heavy_static,0.2518225000239908,8907.0,1776,3,,0.0201307999668642,11287.0,649,9,,0.0574076999910175,10299.0,897,5,,0.1358403000049293,9971.0,1328,3,
104,7648,8203.0,1.2908955999882892,heavy_static,0.2846745999995619,8859.0,1844,3,,0.0199825000017881,11113.0,671,9,,0.0601762000005692,10255.0,940,5,,0.1436111000366509,9947.0,1410,3,
105,7272,7787.0,1.203785699995933,heavy_static,0.2695360999787226,8379.0,1687,3,,0.0168770999880507,10559.0,627,9,,0.0564992999425157,9639.0,874,5,,0.1319195999531075,9331.0,1302,3,
106,7889,8528.0,1.2460193999868352,heavy_static,0.3288783999159932,9168.0,1851,3,,0.0184571000281721,11648.0,665,9,,0.0728946999879553,10576.0,927,5,,0.1476046999450773,10288.0,1382,3,
107,7955,8609.0,1.3311185000056869,heavy_static,0.2700922000221908,9249.0,1861,3,,0.0181102000642567,11733.0,676,9,,0.0669033000012859,10641.0,935,5,,0.1499359000008553,10281.0,1396,3,
108,7623,8201.0,1.339493500010576,heavy_static,0.2641056999564171,8841.0,1780,3,,0.0194033000152558,11543.0,667,9,,0.0592107999837026,10297.0,915,5,,0.1413231999613344,9945.0,1363,3,
109,7850,8452.0,1.2683111999940593,heavy_static,0.2460994999855756,9348.0,1819,3,,0.0194164999993518,11850.0,661,9,,0.0657357999589294,10776.0,938,5,,0.1320326999993994,10084.0,1375,3,
110,7591,8142.0,1.4151763999834657,heavy_static,0.2683845000574365,8782.0,1807,3,,0.0183349999133497,10876.0,644,9,,0.0562600999837741,10198.0,906,5,,0.1356504999566823,9830.0,1340,3,
111,7624,8181.0,1.017403200006811,heavy_static,0.2677728999406099,8805.0,1752,3,,0.0196630000136792,11175.0,651,9,,0.0740985999582335,10001.0,898,5,,0.1264884000411257,9629.0,1363,3,
112,7658,8248.0,1.169032999983756,heavy_static,0.3080863000359386,8888.0,1788,3,,0.0188869000412523,11320.0,654,9,,0.0633627000497654,10156.0,921,5,,0.1260109998984262,9824.0,1342,3,
113,7613,8181.0,1.0152860000089277,heavy_static,0.3044577999971807,8773.0,1808,3,,0.0220138999866321,11337.0,658,9,,0.0674650000873953,10161.0,922,5,,0.1233514999039471,9805.0,1330,3,
114,7339,7819.0,1.208591799979331,heavy_static,0.2743595999199897,8459.0,1795,3,,0.0183313000015914,10517.0,644,9,,0.0565180999692529,9659.0,905,5,,0.1473872000351548,9291.0,1348,3,
115,7844,8437.0,1.0631451999943238,heavy_static,0.2642864000517875,9061.0,1814,3,,0.0187129999976605,11605.0,645,9,,0.0557025999296456,10149.0,898,5,,0.1235216000350192,9837.0,1322,3,
116,7941,8573.0,1.447523100010585,heavy_static,0.2753768999828025,9213.0,1865,3,,0.0261540999636054,11589.0,666,9,,0.0624822000972926,10633.0,941,5,,0.1404212999623268,10325.0,1412,3,
117,7873,8490.0,1.415276999992784,heavy_static,0.3047696000430733,9146.0,1826,3,,0.0197807000949978,11624.0,664,9,,0.0655055999523028,10466.0,932,5,,0.1396848999429494,10082.0,1356,3,
118,7142,7630.0,1.1906272000051104,heavy_static,0.2627697999123484,8318.0,1757,3,,0.01975840004161,10508.0,650,9,,0.0613196999765932,9558.0,908,5,,0.1397334999637678,9214.0,1342,3,
119,7725,8315.0,1.1990498999948611,heavy_static,0.2678411999950185,8971.0,1809,3,,0.019914700067602,11603.0,665,9,,0.0651688000652939,10075.0,915,5,,0.1321386999916285,9755.0,1367,3,
120,7949,8584.0,1.2709202999831175,heavy_static,0.3038400000659749,9464.0,1826,3,,0.0202813000651076,12046.0,662,9,,0.0646373000927269,10836.0,930,5,,0.1490382999181747,10280.0,1364,3,
121,7751,8330.0,1.4639784999890253,heavy_static,0.3018874999834224,9018.0,1822,3,,0.0216120000695809,11586.0,661,9,,0.0722877000225707,10662.0,934,5,,0.1705715999705717,10202.0,1362,3,
122,7186,7661.0,1.1581128000107128,heavy_static,0.2971042999997735,8301.0,1721,3,,0.0186500999843701,10558.0,633,9,,0.0600787999574095,9505.0,879,5,,0.142376699950546,9157.0,1297,3,
123,7750,8306.0,1.1757870999863371,heavy_static,0.2431420999346301,8914.0,1801,3,,0.0183468000032007,11500.0,662,9,,0.0537268000189214,10334.0,929,5,,0.1294467999832704,10034.0,1393,3,
124,7324,7829.0,1.2531140000210144,heavy_static,0.2876894000219181,8437.0,1810,3,,0.0212132000597193,10825.0,657,9,,0.0734384000534191,9629.0,908,5,,0.1595089000184089,9261.0,1348,3,
125,7599,8149.0,1.1458180000190623,heavy_static,0.2717246999964118,8789.0,1864,3,,0.0194276999682188,11501.0,670,9,,0.0650138000492006,10125.0,935,5,,0.1601443999679759,9965.0,1368,3,
126,7443,7971.0,1.1421452999929895,heavy_static,0.2816566999536007,8595.0,1821,3,,0.0169099000049754,10973.0,656,9,,0.0599657000275328,10059.0,919,5,,0.1203481999691575,9707.0,1360,3,
127,7554,8094.0,1.1378434000071138,heavy_static,0.2682465999387204,8926.0,1787,3,,0.0210845000110566,11104.0,650,9,,0.0643028999911621,10082.0,896,5,,0.1224618999985978,9542.0,1341,3,
128,7715,8294.0,1.1776165000046603,heavy_static,0.3037338000722229,8902.0,1768,3,,0.019465500023216,11556.0,653,9,,0.0636994999367743,10354.0,913,5,,0.1270157999824732,9974.0,1370,3,
129,7443,7944.0,1.4464159000199288,heavy_static,0.3116746000014245,8584.0,1766,3,,0.0178205000702291,10966.0,662,9,,0.0767522000242024,9740.0,902,5,,0.1307176999980583,9392.0,1358,3,
130,7834,8441.0,1.2017518999928145,heavy_static,0.2858527000062167,9033.0,1764,3,,0.0216563999420031,11353.0,653,9,,0.0590513000497594,10277.0,908,5,,0.1389107999857515,9993.0,1374,3,
131,7614,8161.0,1.1213455999968571,heavy_static,0.3186923000030219,8849.0,1859,3,,0.0232494999654591,11317.0,670,9,,0.0638812000397592,10069.0,930,5,,0.151345600024797,9649.0,1347,3,
132,7489,7985.0,1.3124872999906074,heavy_static,0.2820158000104129,8657.0,1807,3,,0.0169951000716537,11105.0,653,9,,0.0593001999659463,9853.0,916,5,,0.1357360000256449,9377.0,1334,3,
133,7417,7966.0,0.9681426000024658,heavy_static,0.2434962999541312,8590.0,1809,3,,0.0172031000256538,10946.0,631,9,,0.0621972000226378,9726.0,894,5,,0.1434325999580323,9414.0,1324,3,
