matrix_index,bvn_perms,bvn_cycle,bvn_runtime,bvn_matching,euler_heuristic_depth1_time,euler_heuristic_depth1_cycle,euler_heuristic_depth1_perms,euler_heuristic_depth1_planes,euler_heuristic_depth1_split,euler_heuristic_depth2_time,euler_heuristic_depth2_cycle,euler_heuristic_depth2_perms,euler_heuristic_depth2_planes,euler_heuristic_depth2_split,euler_heuristic_depth3_time,euler_heuristic_depth3_cycle,euler_heuristic_depth3_perms,euler_heuristic_depth3_planes,euler_heuristic_depth3_split
35,474,8244.0,0.6942965000052936,maximum,0.32515419999253936,8244.0,506,2,0.01843719999305904,0.1597499999916181,8244.0,564,4,0.027816000016173348,0.07479650000459515,8244.0,665,8,0.039958299981663004
36,466,8188.0,0.7083970999810845,maximum,0.33184659999096766,8188.0,503,2,0.016839400021126494,0.14113140001427382,8188.0,557,4,0.029652099998202175,0.08520850000786595,8188.0,668,8,0.03690489998552948
37,470,7929.0,0.6986359000147786,maximum,0.31782019999809563,7929.0,504,2,0.0181942000053823,0.15904589998535812,7929.0,563,4,0.03311940000276081,0.08498919999692589,7929.0,669,8,0.03991590000805445
38,460,7861.0,0.6667133999872021,maximum,0.3305764000106137,7861.0,500,2,0.017796100000850856,0.15534359999583103,7861.0,551,4,0.028955899993889034,0.08915070001967251,7861.0,668,8,0.038346199988154694
39,481,8747.0,0.7253488000133075,maximum,0.34305689999018796,8747.0,514,2,0.018287999992026016,0.1471138999913819,8747.0,573,4,0.032126300007803366,0.08734329999424517,8747.0,681,8,0.04230760000064038
40,479,8381.0,0.7056672000035178,maximum,0.3154610999918077,8381.0,511,2,0.017726999998558313,0.14295399998081848,8381.0,566,4,0.029957099992316216,0.08900369997718371,8381.0,675,8,0.043390900013037026
41,486,8583.0,0.7403827999951318,maximum,0.3315376999962609,8583.0,522,2,0.019409800006542355,0.14561480001430027,8583.0,574,4,0.03136369999265298,0.07946229999652132,8583.0,682,8,0.03883750000386499
42,475,7990.0,0.6878328000020701,maximum,0.3094756999926176,7990.0,507,2,0.016042300005210564,0.14042260000132956,7990.0,557,4,0.02998629998182878,0.08668999999645166,7990.0,672,8,0.041324299992993474
43,475,8198.0,0.7222306999901775,maximum,0.3147336000110954,8198.0,507,2,0.017074500006856397,0.15223450001212768,8198.0,560,4,0.03304099998786114,0.08417689998168498,8198.0,672,8,0.03956960001960397
44,480,8270.0,0.7258876000123564,maximum,0.3225467999873217,8270.0,504,2,0.017128200008301064,0.15213719999883324,8270.0,560,4,0.032478999986778945,0.0784663999802433,8270.0,671,8,0.04088760001468472
45,475,8212.0,0.6840542999852914,maximum,0.3330122999905143,8212.0,514,2,0.016478300007293,0.14625160000286996,8212.0,563,4,0.028939300013007596,0.0883470999833662,8212.0,678,8,0.04154080001171678
46,483,8141.0,0.7292305000009947,maximum,0.31680770000093617,8141.0,506,2,0.01773019999382086,0.14106530000572093,8141.0,560,4,0.03381449999869801,0.08619760000146925,8141.0,672,8,0.041139099979773164
47,477,8209.0,0.7173866000084672,maximum,0.308963199990103,8209.0,501,2,0.018402000016067177,0.15862959998776205,8209.0,560,4,0.03093880001688376,0.08424480000394396,8209.0,671,8,0.03990550001617521
48,480,7860.0,0.6989966999972239,maximum,0.33471550000831485,7860.0,516,2,0.016139699990162626,0.15259700000751764,7860.0,557,4,0.028541000006953254,0.07444070000201464,7860.0,667,8,0.03946100000757724
49,488,8445.0,0.7519270999764558,maximum,0.32579920001444407,8445.0,517,2,0.018905499979155138,0.15004479998606257,8445.0,578,4,0.03184529999271035,0.0877801000024192,8445.0,683,8,0.04190019998350181
