matrix_index,bvn_perms,bvn_cycle,bvn_runtime,bvn_matching,wfa_16_time,wfa_16_cycle,wfa_16_perms,wfa_16_planes,wfa_16_split,wfa_2_time,wfa_2_cycle,wfa_2_perms,wfa_2_planes,wfa_2_split,wfa_4_time,wfa_4_cycle,wfa_4_perms,wfa_4_planes,wfa_4_split,wfa_8_time,wfa_8_cycle,wfa_8_perms,wfa_8_planes,wfa_8_split
312,10004,11202.0,1.5925086000061128,wfa,0.3062884999671951,11500.0,2330,3,,0.0229624999919906,12743.0,792,9,,0.0672842999920249,12233.0,1143,5,,0.1512895000632852,11867.0,1693,3,
313,11235,13110.0,1.8217843000020368,wfa,0.3100800999673083,13422.0,2449,3,,0.0274742000037804,14164.0,822,9,,0.06793830008246,13759.0,1177,5,,0.1555704999482259,13457.0,1778,3,
314,10366,11802.0,1.6871134999964852,wfa,0.3083317000418901,12171.0,2379,3,,0.0237463000230491,13178.0,806,9,,0.0669704999309033,12383.0,1157,5,,0.1492327000014484,12184.0,1717,3,
315,10209,11955.0,1.388092900015181,wfa,0.3099421999650076,12129.0,2350,3,,0.0274436000036075,12705.0,793,9,,0.0687963999807834,12545.0,1141,5,,0.1492668000282719,12194.0,1690,3,
316,10748,12029.0,1.7045293999835849,wfa,0.3028219999978319,12376.0,2363,3,,0.0252502999501302,13624.0,811,9,,0.0686468000058084,12866.0,1153,5,,0.1544591999845579,12493.0,1742,3,
317,10770,12597.0,1.8697808000142688,wfa,0.3115531000075862,12699.0,2410,3,,0.0266377000370994,13799.0,818,9,,0.0692745000123977,13170.0,1176,5,,0.1576144000282511,12975.0,1737,3,
318,10911,12192.0,1.4850204000249505,wfa,0.2966450999956578,12984.0,2361,3,,0.0257864999584853,14165.0,802,9,,0.0663944999687373,13547.0,1147,5,,0.1499283999437466,13022.0,1707,3,
319,10613,11877.0,1.6988836000091396,wfa,0.2927738000871613,12524.0,2315,3,,0.0281030000187456,13930.0,820,9,,0.0728577999398112,13321.0,1149,5,,0.1492861000588163,12802.0,1741,3,
320,10851,12240.0,1.733255500002997,wfa,0.2958441000664606,12486.0,2349,3,,0.0254662000807002,13652.0,795,9,,0.0667392999166622,13095.0,1130,5,,0.1523196001071483,12803.0,1703,3,
321,10814,12192.0,1.702748999989126,wfa,0.3034547999268397,12457.0,2389,3,,0.0276943000499159,13552.0,800,9,,0.0671825999161228,12971.0,1157,5,,0.1522273999871686,12625.0,1700,3,
322,10608,11876.0,1.439375599991763,wfa,0.3003749999916181,12282.0,2374,3,,0.0246092999586835,13706.0,819,9,,0.0690508000552654,12747.0,1169,5,,0.1510837000096216,12558.0,1750,3,
323,10367,11608.0,1.6495426000037696,wfa,0.3002348000882193,11958.0,2317,3,,0.0261308000190183,13304.0,805,9,,0.0661132000386715,12422.0,1135,5,,0.1489135000156238,12116.0,1693,3,
324,10511,11784.0,1.6716131000139285,wfa,0.3094009000342339,12195.0,2394,3,,0.0244409000733867,13277.0,813,9,,0.0665425999322906,12752.0,1168,5,,0.1502242999849841,12459.0,1762,3,
325,10471,12251.0,1.4365054999943825,wfa,0.3027221999363974,12472.0,2352,3,,0.0244153999956324,13570.0,807,9,,0.0674214999889954,12619.0,1146,5,,0.1508255000226199,12538.0,1730,3,
326,10760,12288.0,1.7169203000084965,wfa,0.3186048000352457,13031.0,2436,3,,0.0267497999593615,14003.0,804,9,,0.0686803000280633,13445.0,1156,5,,0.1522316000191494,13060.0,1751,3,
327,10652,12104.0,1.8752403999969829,wfa,0.3207320999354124,12480.0,2435,3,,0.025281099951826,14119.0,824,9,,0.0732960000168532,12687.0,1158,5,,0.1501952001126483,12405.0,1699,3,
328,10678,12361.0,1.4319333000166807,wfa,0.3009098999900743,12605.0,2365,3,,0.025693199946545,13897.0,822,9,,0.0694932000478729,13136.0,1167,5,,0.1544245000695809,12752.0,1754,3,
329,10549,11970.0,1.757028200023342,wfa,0.3007264999905601,12549.0,2362,3,,0.0276828999631106,13655.0,813,9,,0.0683017000555992,13058.0,1154,5,,0.1538200000068172,12559.0,1756,3,
330,10090,11390.0,1.6274383999989368,wfa,0.3003084000665694,11733.0,2318,3,,0.0227421000599861,12707.0,775,9,,0.0666745000053197,12134.0,1099,5,,0.1446832000510767,11868.0,1648,3,
331,11269,13150.0,1.8010505000129342,wfa,0.3150236000074073,13405.0,2498,3,,0.0274118999950587,14145.0,839,9,,0.0700981999980285,13638.0,1203,5,,0.1574040000559762,13364.0,1789,3,
332,10860,12438.0,1.7088661000016143,wfa,0.2975488000083715,12854.0,2362,3,,0.0252165999263525,13752.0,819,9,,0.0694534999784082,13363.0,1162,5,,0.1542669999180361,13096.0,1734,3,
333,10359,11619.0,1.6392982999968808,wfa,0.2873087000334635,12008.0,2257,3,,0.0251959000015631,13509.0,784,9,,0.0683393001090735,12397.0,1111,5,,0.1474500999320298,12165.0,1663,3,
334,10163,11544.0,1.6073050999839325,wfa,0.303504400071688,11928.0,2331,3,,0.0273796000983566,13087.0,802,9,,0.068040500045754,12569.0,1151,5,,0.1451560000423342,12134.0,1707,3,
335,10389,11605.0,1.4336037999892142,wfa,0.3065025999676436,11934.0,2345,3,,0.0239872999954968,12718.0,779,9,,0.0665236000204458,12255.0,1126,5,,0.1428815000690519,11931.0,1665,3,
336,10710,12069.0,1.7198144999856595,wfa,0.2927491000154987,12345.0,2317,3,,0.0239651999436318,13434.0,783,9,,0.0652655999874696,12574.0,1100,5,,0.1459372999379411,12313.0,1674,3,
337,11026,12952.0,1.764375500002643,wfa,0.308261000085622,13259.0,2426,3,,0.0282371999928727,14034.0,822,9,,0.0702761999564245,13502.0,1170,5,,0.1562283000675961,13143.0,1735,3,
338,10399,11812.0,1.6694355999934487,wfa,0.2926012000534683,12053.0,2272,3,,0.0247293999418616,12822.0,785,9,,0.0673980000428855,12324.0,1130,5,,0.1538978000171482,12056.0,1677,3,
339,11275,12880.0,1.7773102999781258,wfa,0.3099389000562951,13419.0,2439,3,,0.0283098999643698,14400.0,836,9,,0.0719676000298932,14001.0,1206,5,,0.1591646999586373,13341.0,1764,3,
340,10381,11899.0,1.6636252000171226,wfa,0.3075507999164983,12268.0,2346,3,,0.0245424000313505,13185.0,810,9,,0.0705329000484198,12872.0,1168,5,,0.1514893999556079,12441.0,1717,3,
341,10627,11869.0,1.6955622999812476,wfa,0.3146482000593096,12208.0,2388,3,,0.0249185999855399,13444.0,811,9,,0.0702586000552401,12538.0,1163,5,,0.1501760999672114,12249.0,1718,3,
342,10302,11691.0,1.405651900015073,wfa,0.2927931000012904,11889.0,2257,3,,0.0259181000292301,12892.0,790,9,,0.0671426999615505,12327.0,1112,5,,0.1456633999478072,12046.0,1664,3,
343,10774,12250.0,1.7172806999878958,wfa,0.306860200013034,12493.0,2382,3,,0.0262883999384939,13910.0,824,9,,0.0698652999708429,13024.0,1174,5,,0.1547100000316277,12700.0,1742,3,
344,10098,11416.0,1.6209330999990923,wfa,0.2974006999284029,11838.0,2315,3,,0.025777000002563,12927.0,803,9,,0.073135899961926,12499.0,1149,5,,0.1475021999794989,12199.0,1714,3,
345,10488,11860.0,1.408295300003374,wfa,0.2954420000314712,12307.0,2300,3,,0.0271197999827563,13453.0,802,9,,0.0684379000449553,12702.0,1121,5,,0.1479934999952092,12468.0,1676,3,
346,10484,12057.0,1.659793400001945,wfa,0.2979927000124007,12401.0,2338,3,,0.0242150999838486,13518.0,807,9,,0.0668978999601677,12623.0,1136,5,,0.1486748999450355,12304.0,1703,3,
347,10610,11924.0,1.7198636999819428,wfa,0.3074360999744385,12296.0,2369,3,,0.02668300003279,13146.0,801,9,,0.0668236999772489,12532.0,1138,5,,0.1478605000302195,12290.0,1705,3,
348,10597,11984.0,1.4606765999924392,wfa,0.2938467999920249,12356.0,2323,3,,0.0240179999964311,13307.0,799,9,,0.0670110000064596,12951.0,1143,5,,0.1494446999859064,12673.0,1715,3,
349,9883,11085.0,1.7157435000117405,wfa,0.2951112000737339,11354.0,2271,3,,0.0722394000040367,12622.0,785,9,,0.0674086000071838,12246.0,1122,5,,0.1449104000348597,12094.0,1659,3,
350,10354,11737.0,1.6441119000082836,wfa,0.3064214999321848,12060.0,2349,3,,0.0269568000221624,13382.0,818,9,,0.0687424999196082,12563.0,1158,5,,0.1469032999593764,12297.0,1727,3,
351,10782,12424.0,1.4682816000131425,wfa,0.31042329990305,12948.0,2402,3,,0.0241730000125244,13941.0,804,9,,0.0681503999512642,13119.0,1170,5,,0.1544163998914882,12470.0,1704,3,
352,10789,12396.0,1.79451040001004,wfa,0.3150753999361768,12882.0,2395,3,,0.0249649999896064,14017.0,819,9,,0.0690538000781089,12996.0,1170,5,,0.1561407999834045,12698.0,1704,3,
353,10660,12099.0,1.7566869000147562,wfa,0.3117053000023588,12350.0,2376,3,,0.0277058999054133,13720.0,816,9,,0.0696273000212386,12538.0,1143,5,,0.1480732000200078,12324.0,1694,3,
354,10283,11688.0,1.6402015000057872,wfa,0.3134707999415695,11984.0,2379,3,,0.023498099995777,12867.0,801,9,,0.0690403000917285,12194.0,1154,5,,0.1479195000138133,11990.0,1704,3,
355,10601,12164.0,1.45476970000891,wfa,0.3190904000075534,12785.0,2469,3,,0.0278613000409677,13878.0,824,9,,0.0699591999873519,13069.0,1177,5,,0.1516505000181496,12574.0,1743,3,
356,11011,12279.0,1.7465869000006933,wfa,0.3028202999848872,12620.0,2386,3,,0.0245812999783083,13833.0,807,9,,0.0681921999203041,13241.0,1158,5,,0.1526568999979645,12908.0,1691,3,
357,10881,12346.0,1.7456866999855265,wfa,0.3151377999456599,12689.0,2431,3,,0.0251620999770239,13580.0,827,9,,0.0693363000173121,13197.0,1179,5,,0.1541487000649795,12977.0,1814,3,
358,10897,12439.0,1.738013399997726,wfa,0.3054233998991549,13054.0,2380,3,,0.0277555999346077,14191.0,818,9,,0.067912699887529,13469.0,1161,5,,0.1511724001029506,13089.0,1715,3,
359,10937,12465.0,1.7632480000029318,wfa,0.3102611999493092,12915.0,2419,3,,0.0251747000729665,13830.0,812,9,,0.0686370999319478,13383.0,1163,5,,0.1531061000423506,12928.0,1729,3,
360,10714,12361.0,1.9365952000080144,wfa,0.2968277999898419,12575.0,2337,3,,0.0259939000243321,13666.0,795,9,,0.0674691000021994,13077.0,1130,5,,0.1504886000184342,12702.0,1680,3,
361,10082,11534.0,1.633923599991249,wfa,0.3057081999722868,11911.0,2312,3,,0.0271085000131279,13326.0,805,9,,0.0704072000226005,12378.0,1131,5,,0.1484968999866396,12100.0,1659,3,
362,10449,12116.0,1.4062695000029637,wfa,0.2994381000753492,12318.0,2256,3,,0.0245119000319391,13024.0,788,9,,0.0681014000438153,12577.0,1133,5,,0.1524826000677421,12376.0,1704,3,
363,10199,11486.0,1.619228600000497,wfa,0.3210518000414595,11764.0,2360,3,,0.0271771000698208,12959.0,796,9,,0.0673158999998122,12125.0,1133,5,,0.153172800084576,11898.0,1677,3,
364,10447,12099.0,1.6497282999916931,wfa,0.3190678000682965,12478.0,2414,3,,0.025277700042352,13317.0,819,9,,0.0716342000523582,12743.0,1173,5,,0.154140800004825,12645.0,1737,3,
365,10455,11971.0,1.4658968000148889,wfa,0.308905600104481,12356.0,2369,3,,0.0243512000888586,13282.0,793,9,,0.0689925000770017,12964.0,1147,5,,0.1538622999796643,12458.0,1705,3,
366,10558,11807.0,1.685689799982356,wfa,0.3037629999453202,12182.0,2342,3,,0.0277027999982237,13058.0,786,9,,0.0681215000804513,12459.0,1117,5,,0.1493062999797985,12256.0,1685,3,
367,10761,12380.0,1.710044100007508,wfa,0.3147053000284359,12615.0,2427,3,,0.0237857999745756,13526.0,830,9,,0.0704201000044122,12806.0,1172,5,,0.1520531000569462,12570.0,1757,3,
368,10625,11995.0,1.545543499989435,wfa,0.2991027999669313,12260.0,2313,3,,0.0253539000404998,13687.0,795,9,,0.06897029990796,13066.0,1128,5,,0.1494255999568849,12678.0,1668,3,
369,10680,12157.0,1.720521799987182,wfa,0.3158026000019163,12431.0,2411,3,,0.0284585000481456,14210.0,818,9,,0.0697088999440893,13116.0,1170,5,,0.1509087000740692,12704.0,1711,3,
370,11028,12419.0,1.7449160999967717,wfa,0.3129387000808492,13029.0,2427,3,,0.0262370000127702,14211.0,819,9,,0.0695121000753715,13512.0,1164,5,,0.1549730999395251,12875.0,1713,3,
371,9778,10784.0,1.7295299000106752,wfa,0.2977717999601736,11093.0,2229,3,,0.0270079000620171,12417.0,778,9,,0.0695330000016838,11493.0,1102,5,,0.1415868999902159,11149.0,1648,3,
372,10603,12017.0,1.4646098999946844,wfa,0.3111448000418022,12410.0,2408,3,,0.0242096000583842,13539.0,816,9,,0.06838399998378,12597.0,1155,5,,0.1526508000679314,12484.0,1742,3,
373,10786,12055.0,1.7189037000061944,wfa,0.3029070999473333,12677.0,2359,3,,0.0247066000010818,13684.0,812,9,,0.0670686999801546,13033.0,1141,5,,0.1521460000658407,12381.0,1701,3,
374,10770,12525.0,1.86869969998952,wfa,0.3185027999570593,12841.0,2438,3,,0.0283228000625967,14201.0,823,9,,0.0698806999716907,13069.0,1174,5,,0.1567553000058978,12671.0,1726,3,
375,11199,12652.0,1.6769007999973835,wfa,0.3162297999951988,13313.0,2467,3,,0.0249793999828398,14318.0,831,9,,0.0711546998936683,14124.0,1197,5,,0.1555958999088034,13443.0,1759,3,
376,10358,11564.0,1.6519901999854485,wfa,0.3115358999930322,12050.0,2373,3,,0.0240051000146195,13537.0,809,9,,0.0709992999909445,12712.0,1151,5,,0.1589447000296786,12518.0,1725,3,
377,10197,11489.0,1.6706549000227824,wfa,0.3138983000535518,11696.0,2355,3,,0.026573900016956,13084.0,810,9,,0.1236650999635458,12213.0,1155,5,,0.1488658000016585,11917.0,1735,3,
378,10580,12065.0,1.4501247000007425,wfa,0.3220595999155193,12267.0,2428,3,,0.0280888000270351,13281.0,811,9,,0.0713602999458089,12628.0,1167,5,,0.1503553999355062,12395.0,1739,3,
379,10194,11610.0,1.723008900007699,wfa,0.3131245999829843,11971.0,2374,3,,0.0271333999698981,13237.0,805,9,,0.0676562000298872,12368.0,1144,5,,0.1495291000464931,12069.0,1716,3,
380,10661,11887.0,1.744643600017298,wfa,0.3112791000166908,12259.0,2393,3,,0.0247728000394999,13440.0,807,9,,0.0672254998935386,12860.0,1146,5,,0.1497364999959245,12521.0,1714,3,
381,11009,12682.0,1.75110280001536,wfa,0.3221265999600291,13007.0,2443,3,,0.0245924999471753,14085.0,827,9,,0.0692950000520795,13401.0,1177,5,,0.1560688000172376,13215.0,1742,3,
382,10372,11511.0,1.616651999996975,wfa,0.3068841999629512,11846.0,2332,3,,0.0276212999597191,13014.0,776,9,,0.0686551000690087,12314.0,1124,5,,0.1548612000187859,12000.0,1655,3,
383,10345,11715.0,1.6932571000070311,wfa,0.3001315000001341,12018.0,2319,3,,0.0244746999815106,12924.0,793,9,,0.0672802999615669,12365.0,1135,5,,0.1487896000035107,12034.0,1683,3,
384,10694,12161.0,1.7206943000201136,wfa,0.3170474000507965,12775.0,2412,3,,0.0258494999725371,13995.0,826,9,,0.0714876999845728,13323.0,1175,5,,0.1638828000286594,12874.0,1742,3,
385,10626,12055.0,1.459152700001141,wfa,0.3228006999706849,12264.0,2387,3,,0.0288447000784799,13620.0,820,9,,0.0699725999729707,12867.0,1159,5,,0.1531774000031873,12599.0,1706,3,
386,10793,12381.0,1.7272335999878123,wfa,0.2996149000246078,12766.0,2334,3,,0.0266405999427661,13700.0,809,9,,0.0729331000475213,13524.0,1158,5,,0.1605845000594854,13266.0,1749,3,
387,10425,11521.0,1.652622399997199,wfa,0.3042990000685677,11990.0,2303,3,,0.0271724000340327,13405.0,796,9,,0.0679910000180825,12405.0,1132,5,,0.1477362000150606,12101.0,1690,3,
388,10690,12318.0,1.4481522999994922,wfa,0.2993511999957263,12603.0,2308,3,,0.023971699993126,13492.0,790,9,,0.0663140999386087,12716.0,1115,5,,0.1502419000025838,12402.0,1676,3,
389,10745,12204.0,1.792575200001011,wfa,0.3190908000105992,12424.0,2413,3,,0.0256698000011965,13458.0,819,9,,0.0696429000236094,12964.0,1170,5,,0.1579341000178828,12813.0,1731,3,
390,10743,12788.0,1.7201621999847705,wfa,0.3104068000102415,13045.0,2405,3,,0.0307364000473171,13782.0,819,9,,0.0692015000386163,12868.0,1147,5,,0.1557422000914812,12510.0,1724,3,
391,10899,12473.0,1.7560295000148471,wfa,0.3271805999102071,12898.0,2469,3,,0.0256652999669313,14090.0,833,9,,0.0715201999992132,13427.0,1204,5,,0.1582086998969316,12802.0,1783,3,
392,10681,12090.0,1.744006900000386,wfa,0.3078826999990269,12713.0,2386,3,,0.0251589000690728,13999.0,811,9,,0.0694407999981194,13451.0,1164,5,,0.1507432999787852,12766.0,1711,3,
393,10765,12045.0,1.7500793000217527,wfa,0.2904070999938994,12415.0,2291,3,,0.0302914000349119,13699.0,804,9,,0.0679840999655425,12889.0,1133,5,,0.1483953000279143,12625.0,1687,3,
394,10709,11914.0,1.7143826999817977,wfa,0.3184905999805778,12256.0,2403,3,,0.0258779000723734,13506.0,822,9,,0.0701190000399947,12803.0,1168,5,,0.1564559999387711,12565.0,1773,3,
395,10670,12436.0,1.5141274000052365,wfa,0.2987474000547081,12659.0,2341,3,,0.0276149000274017,13470.0,785,9,,0.0668643000535667,12833.0,1124,5,,0.1493240999989211,12603.0,1649,3,
396,10031,11379.0,1.6181094000057783,wfa,0.3048493999522179,11648.0,2323,3,,0.0239785999292507,12565.0,796,9,,0.0677199999336153,11991.0,1130,5,,0.1475499999942258,11760.0,1699,3,
397,10903,12218.0,1.7404632000252604,wfa,0.3137909000506624,12460.0,2395,3,,0.0244309999980032,13647.0,822,9,,0.0701356000499799,13103.0,1179,5,,0.155321600032039,12727.0,1770,3,
398,10298,11649.0,1.5986144999915268,wfa,0.3055357999401167,11973.0,2315,3,,0.0271701999008655,12770.0,785,9,,0.0672426000237464,12214.0,1124,5,,0.1502331000519916,11946.0,1681,3,
399,10282,11639.0,1.638504800008377,wfa,0.3039292000466957,11964.0,2301,3,,0.0264058000175282,13545.0,817,9,,0.0753596000140532,12827.0,1153,5,,0.1525680000195279,12389.0,1727,3,
400,10682,11943.0,1.724498499999754,wfa,0.3050883000250906,12422.0,2350,3,,0.0234672999940812,13989.0,813,9,,0.0673049000324681,13124.0,1154,5,,0.1500440000090748,12778.0,1699,3,
401,10990,12511.0,1.8044034000195095,wfa,0.3208146999822929,12859.0,2469,3,,0.0288953999988734,14072.0,835,9,,0.070285000023432,13536.0,1205,5,,0.1590376000385731,13277.0,1765,3,
402,10463,11974.0,1.702379300026223,wfa,0.3100547000067308,12536.0,2385,3,,0.0249792999820783,13982.0,818,9,,0.0701431999914348,13091.0,1163,5,,0.1538837000261992,12736.0,1772,3,
403,10465,11941.0,1.6595507999882102,wfa,0.3779946999857202,12234.0,2392,3,,0.0285160000203177,13186.0,816,9,,0.0717471999814733,12448.0,1166,5,,0.1508227000012993,12276.0,1717,3,
404,10062,11467.0,1.5999231000023428,wfa,0.2999664999078959,11666.0,2301,3,,0.0221888999221846,12845.0,786,9,,0.0666063000680878,12040.0,1119,5,,0.1431431999662891,11797.0,1698,3,
405,10544,11884.0,1.4504841000016313,wfa,0.3179775000317022,12261.0,2384,3,,0.0248852999648079,13273.0,811,9,,0.0690931000281125,12333.0,1137,5,,0.1484250000212341,12053.0,1709,3,
406,10575,11855.0,1.7127763999742456,wfa,0.3144970000721514,12232.0,2354,3,,0.027907200041227,13464.0,800,9,,0.0681315999245271,12964.0,1142,5,,0.1524645000463351,12687.0,1708,3,
407,10373,11954.0,1.7236936000117566,wfa,0.3118568999925628,12335.0,2366,3,,0.0272689999546855,13541.0,832,9,,0.0694511000765487,12685.0,1163,5,,0.1520106999669224,12359.0,1731,3,
408,10531,12221.0,1.4294056999788154,wfa,0.3289284000638872,12662.0,2435,3,,0.0234036000911146,13242.0,811,9,,0.0707641000626608,12809.0,1161,5,,0.1572122999932617,12411.0,1741,3,
409,10343,11615.0,1.646838899992872,wfa,0.3158247000537812,11813.0,2365,3,,0.0287774000316858,13176.0,807,9,,0.0692382999695837,12365.0,1148,5,,0.1532810000935569,12203.0,1704,3,
410,10515,12148.0,1.6875782999850344,wfa,0.3146906000329181,12426.0,2393,3,,0.0248007999034598,13418.0,822,9,,0.0696802999591454,12726.0,1163,5,,0.1558363999938592,12541.0,1734,3,
411,10736,12276.0,1.717893399996683,wfa,0.3012224000412971,12543.0,2322,3,,0.0306304999394342,13628.0,799,9,,0.0697283000918105,13161.0,1137,5,,0.154962999979034,12811.0,1713,3,
412,10073,11361.0,1.4451153999834787,wfa,0.3053166000172496,11741.0,2299,3,,0.0233315000077709,12825.0,781,9,,0.0680228000273928,12163.0,1122,5,,0.1465348000638187,11923.0,1656,3,
413,10262,11578.0,1.6981182000017725,wfa,0.3070743000134825,11888.0,2317,3,,0.0240797000005841,13258.0,794,9,,0.0669682000298053,12475.0,1110,5,,0.150209299987182,12276.0,1687,3,
414,10239,11382.0,1.650461000012001,wfa,0.2990832000505179,11745.0,2288,3,,0.0275073000229895,13624.0,800,9,,0.0677540000760927,12466.0,1130,5,,0.1488589999498799,12188.0,1664,3,
415,10878,12319.0,1.482557099981932,wfa,0.3149012000067159,12544.0,2416,3,,0.0245502999750897,13697.0,822,9,,0.0716219000751152,12914.0,1171,5,,0.1535881999880075,12895.0,1754,3,
416,10222,12001.0,1.7141521999728866,wfa,0.305492400075309,12449.0,2316,3,,0.0239800000563263,12956.0,785,9,,0.0662133999867364,12821.0,1127,5,,0.1512722000479698,12608.0,1678,3,
417,10405,11858.0,1.671796800015727,wfa,0.3240301000187173,12183.0,2427,3,,0.0280354999704286,13110.0,813,9,,0.0708039000164717,12295.0,1146,5,,0.1508039999753236,12111.0,1720,3,
418,10468,11897.0,1.5718097999924794,wfa,0.3029921000124886,12216.0,2330,3,,0.0251179999904707,13818.0,798,9,,0.0669686999171972,12602.0,1126,5,,0.1490983000257983,12337.0,1680,3,
419,10517,12029.0,1.7019274999911431,wfa,0.3038230000529438,12388.0,2340,3,,0.0285222999518737,13481.0,806,9,,0.0679964999435469,12741.0,1141,5,,0.1521198999835178,12358.0,1670,3,
420,10741,12089.0,1.7153767999843694,wfa,0.3199079000623896,12330.0,2411,3,,0.0241156999254599,13455.0,807,9,,0.068503399961628,12622.0,1151,5,,0.1546084999572485,12453.0,1701,3,
421,10900,12472.0,1.6814186999981755,wfa,0.2853970999130979,12720.0,2265,3,,0.0244218999287113,13931.0,784,9,,0.067316300002858,13010.0,1107,5,,0.1514501000056043,12718.0,1650,3,
422,10193,11513.0,1.6790718999982346,wfa,0.2979315998964011,11895.0,2275,3,,0.0276502999477088,12985.0,790,9,,0.0670806999551132,12419.0,1123,5,,0.1502102999947965,12098.0,1677,3,
423,10136,11800.0,1.632580700010294,wfa,0.3006045001093298,12180.0,2284,3,,0.0229846000438556,12714.0,763,9,,0.0653408999787643,12104.0,1101,5,,0.1456237999955192,11742.0,1609,3,
424,10933,12335.0,1.753125999995973,wfa,0.3140665999380871,12903.0,2424,3,,0.0272284999955445,14342.0,830,9,,0.0706665000179782,13252.0,1178,5,,0.1565777999348938,12694.0,1751,3,
425,10711,12320.0,1.6030265000008512,wfa,0.3047339000040665,12633.0,2354,3,,0.0273727999301627,13488.0,803,9,,0.0677323999116197,12879.0,1145,5,,0.1532412000233307,12637.0,1716,3,
426,11013,12994.0,1.7892008000053463,wfa,0.312647599959746,13647.0,2431,3,,0.0245086000068113,14083.0,817,9,,0.0701768000144511,13399.0,1156,5,,0.1582377000013366,13008.0,1746,3,
427,10208,11580.0,1.798855100001674,wfa,0.3060318999923765,12029.0,2332,3,,0.0303298999788239,13131.0,794,9,,0.0691651999950409,12294.0,1142,5,,0.1488422999391332,11831.0,1666,3,
428,10430,11848.0,1.414199999999255,wfa,0.3266604000236839,12034.0,2433,3,,0.0240682000294327,13074.0,810,9,,0.072405399987474,12498.0,1172,5,,0.155585499946028,12240.0,1740,3,
429,10154,11619.0,1.7330481999961194,wfa,0.3149068999337032,11758.0,2339,3,,0.0231751999817788,13033.0,818,9,,0.0686673999298363,12258.0,1143,5,,0.1530928000574931,11971.0,1719,3,
430,10007,11759.0,1.6109548999811525,wfa,0.3013535999925807,11956.0,2283,3,,0.0284282000502571,12784.0,796,9,,0.0682826000265777,12102.0,1133,5,,0.1528006999287754,11892.0,1699,3,
431,10594,12034.0,1.450934899999993,wfa,0.3098131000297144,12446.0,2321,3,,0.0270229000598192,13319.0,806,9,,0.0718474999302998,12927.0,1135,5,,0.1626911000348627,12646.0,1716,3,
432,10750,12042.0,1.7617882000049576,wfa,0.3051691999426111,12318.0,2348,3,,0.0253593000816181,13612.0,802,9,,0.0694966000737622,12722.0,1143,5,,0.1595706000225618,12294.0,1723,3,
433,10211,11498.0,1.819389800017234,wfa,0.3096862999955192,11818.0,2319,3,,0.0277809000108391,12700.0,780,9,,0.0665578000480309,12344.0,1119,5,,0.1512291999533772,12160.0,1651,3,
434,10301,11752.0,1.3975965999998152,wfa,0.3161228999961167,12095.0,2359,3,,0.0264698999235406,13319.0,808,9,,0.0703051999444142,12752.0,1147,5,,0.1558851000154391,12444.0,1707,3,
435,10419,11536.0,1.7176783999893814,wfa,0.305081200087443,12053.0,2301,3,,0.0245912999380379,13343.0,806,9,,0.0701780000235885,12826.0,1154,5,,0.1602201999630779,12527.0,1701,3,
436,10963,12551.0,2.0756390999886207,wfa,0.3118681999621913,12932.0,2369,3,,0.0266392999328672,14223.0,815,9,,0.0702027999795973,13392.0,1153,5,,0.1592973000369966,13094.0,1724,3,
437,10497,11843.0,1.895514700008789,wfa,0.3170483000576496,12312.0,2365,3,,0.0249372000107541,13534.0,814,9,,0.0687042999779805,12566.0,1149,5,,0.1544313000049442,12342.0,1742,3,
438,10542,11772.0,1.582502300007036,wfa,0.3144999000942334,12043.0,2346,3,,0.0320808999240398,13615.0,821,9,,0.0725238999584689,12928.0,1156,5,,0.1560448000673204,12650.0,1726,3,
439,10966,12599.0,1.7451220999937505,wfa,0.3213998998980969,12719.0,2380,3,,0.0267413000110536,13875.0,828,9,,0.0698611999396234,12998.0,1160,5,,0.1573472999734804,12846.0,1752,3,
440,10615,12250.0,1.8100736000051256,wfa,0.3232628999976441,12559.0,2390,3,,0.0279221000382676,14218.0,840,9,,0.0728159999707713,13048.0,1188,5,,0.1670985999517142,12839.0,1771,3,
441,9691,10671.0,1.4861741999920923,wfa,0.3092311000218615,10949.0,2272,3,,0.0316533999284729,12524.0,799,9,,0.0711904000490903,11859.0,1138,5,,0.1495627999538555,11388.0,1677,3,
442,10262,11717.0,1.6561001999943985,wfa,0.306425099959597,11915.0,2296,3,,0.0248108999803662,13570.0,802,9,,0.0670519999694079,12472.0,1125,5,,0.1517506999662146,12200.0,1692,3,
443,10834,12586.0,1.7436388000205625,wfa,0.3187230000039562,12947.0,2403,3,,0.0255337000126019,13408.0,805,9,,0.0705761000281199,12877.0,1155,5,,0.1596923000179231,12618.0,1729,3,
444,10488,12127.0,1.6582904999959285,wfa,0.2998379999771714,12577.0,2264,3,,0.0291524999774992,13374.0,786,9,,0.0698781000683084,12829.0,1123,5,,0.1532964999787509,12531.0,1672,3,
445,10517,11773.0,1.6771528999961447,wfa,0.3164701999630779,12303.0,2325,3,,0.0253751999698579,13328.0,814,9,,0.0699531999416649,13038.0,1157,5,,0.1552189000649377,12405.0,1701,3,
446,10550,12053.0,1.6791398999921512,wfa,0.2981899000005796,12324.0,2301,3,,0.0297641999786719,13097.0,792,9,,0.072950099944137,12843.0,1133,5,,0.1560183999827131,12560.0,1684,3,
