matrix_index,bvn_perms,bvn_cycle,bvn_runtime,bvn_matching,maximum_16_time,maximum_16_cycle,maximum_16_perms,maximum_16_planes,maximum_16_split,maximum_2_time,maximum_2_cycle,maximum_2_perms,maximum_2_planes,maximum_2_split,maximum_4_time,maximum_4_cycle,maximum_4_perms,maximum_4_planes,maximum_4_split,maximum_8_time,maximum_8_cycle,maximum_8_perms,maximum_8_planes,maximum_8_split
276,475,8358.0,0.7264090999960899,maximum,0.8362097999779508,9062.0,863,3,,0.0748796999687329,11396.0,661,9,,0.14402589993551373,10142.0,661,5,,0.34604019997641444,9768.0,748,3,
277,479,8210.0,0.788739399984479,maximum,0.8132861000485718,8882.0,850,3,,0.07918860006611794,11376.0,658,9,,0.13979029993060976,10210.0,667,5,,0.36849789996631444,9770.0,755,3,
278,476,8398.0,0.7323413999984041,maximum,0.7723448999458924,9230.0,804,3,,0.07321110006887466,12042.0,672,9,,0.14278190000914037,10522.0,641,5,,0.36197379999794066,9942.0,744,3,
279,490,8841.0,0.817363900016062,maximum,0.8152726000407711,9849.0,857,3,,0.08115450001787394,12341.0,692,9,,0.14230519998818636,11177.0,692,5,,0.37600060005206615,10601.0,788,3,
280,476,7933.0,0.7730942000634968,maximum,0.7488714000210166,8573.0,791,3,,0.07302130002062768,11209.0,660,9,,0.14587410003878176,9998.0,659,5,,0.3325730999931693,9733.0,787,3,
281,490,8651.0,0.7763922000303864,maximum,0.7688265000469983,9259.0,818,3,,0.07209800009150058,11679.0,648,9,,0.13458720000926405,10655.0,642,5,,0.3291076000314206,10323.0,765,3,
282,480,7737.0,0.8420766000635922,maximum,0.7997989000286907,8345.0,824,3,,0.07168679998721927,10737.0,656,9,,0.15020060003735125,9845.0,662,5,,0.3535995999118313,9489.0,780,3,
283,483,8364.0,0.7485915999859571,maximum,0.7738802999956533,8956.0,785,3,,0.07164970005396754,11246.0,651,9,,0.1444640998961404,10324.0,660,5,,0.3624753999756649,9996.0,753,3,
284,481,8697.0,0.7846265999833122,maximum,0.8125936000142246,9353.0,879,3,,0.07810799998696893,12093.0,686,9,,0.14605489990208298,10701.0,673,5,,0.3431720999069512,10353.0,793,3,
285,479,8244.0,0.7529947001021355,maximum,0.8335269999224693,8836.0,821,3,,0.0705812000669539,11660.0,655,9,,0.1392502998933196,10176.0,656,5,,0.37484159995801747,9836.0,760,3,
286,471,7866.0,0.7647732000332326,maximum,0.768766300054267,8474.0,816,3,,0.07182229997124523,10890.0,644,9,,0.13524400000460446,9810.0,630,5,,0.3288559000939131,9507.0,766,3,
287,484,7827.0,0.780542099964805,maximum,0.7957208000589162,8435.0,816,3,,0.06808399991132319,10815.0,638,9,,0.13536519999615848,9891.0,637,5,,0.315991000039503,9515.0,744,3,
288,473,8386.0,0.7502539999550208,maximum,0.7591029000468552,9026.0,807,3,,0.07683519995771348,11534.0,642,9,,0.14389730000402778,10494.0,674,5,,0.3453209000872448,10002.0,758,3,
289,479,7989.0,0.7581020999932662,maximum,0.8780153000261635,8661.0,848,3,,0.07282969995867461,11005.0,660,9,,0.13994210003875196,10021.0,668,5,,0.38897730002645403,9685.0,763,3,
290,469,8388.0,0.7074132000561804,maximum,0.8251808000495657,9012.0,832,3,,0.07778970000799745,11354.0,665,9,,0.15633099991828203,10408.0,670,5,,0.34029030008241534,10092.0,750,3,
291,475,8407.0,0.760026799980551,maximum,0.8090025000274181,9063.0,869,3,,0.07010790007188916,11785.0,661,9,,0.14014179992955178,10471.0,664,5,,0.3665490000275895,10111.0,784,3,
292,483,8135.0,0.7438554000109434,maximum,0.8398779999697581,8759.0,840,3,,0.0704301999649033,11096.0,658,9,,0.13835590006783605,10008.0,643,5,,0.35110910004004836,9823.0,781,3,
293,476,7885.0,0.7592358000110835,maximum,0.8202756999526173,8541.0,829,3,,0.07235270005185157,10767.0,643,9,,0.13881510007195175,9725.0,653,5,,0.3230731999501586,9333.0,727,3,
294,479,8245.0,0.7852047000778839,maximum,0.8721801999490708,8917.0,877,3,,0.07092540001031011,11341.0,663,9,,0.15211729996372014,10453.0,677,5,,0.36245590006001294,10093.0,780,3,
295,473,8102.0,0.7233274000464007,maximum,0.7918174000224099,8982.0,829,3,,0.07167239999398589,11418.0,658,9,,0.13521430001128465,10410.0,654,5,,0.365932899992913,9910.0,778,3,
296,480,8149.0,0.7723472999641672,maximum,0.9209473999217153,9061.0,865,3,,0.07028799992986023,11739.0,660,9,,0.14039580000098795,10441.0,668,5,,0.3377185999415815,9853.0,783,3,
297,480,8126.0,0.7504637000383809,maximum,0.8046909000258893,9022.0,838,3,,0.07227979996241629,11536.0,660,9,,0.13990120007656515,10298.0,655,5,,0.3691318999044597,9750.0,774,3,
298,472,8342.0,0.7485612999880686,maximum,0.802005400066264,8966.0,830,3,,0.07046180008910596,11832.0,660,9,,0.14050410001073033,10314.0,645,5,,0.3329858999932185,9982.0,764,3,
299,487,7852.0,0.8728720000945032,maximum,0.8032461000839248,8492.0,842,3,,0.06759699992835522,10724.0,650,9,,0.135463000042364,9876.0,660,5,,0.33059730008244514,9508.0,780,3,
300,470,8243.0,0.7661793000297621,maximum,0.8104112999280915,9011.0,881,3,,0.06875179999042302,11557.0,655,9,,0.13793490000534803,10035.0,652,5,,0.3298623999580741,9635.0,727,3,
301,479,8080.0,0.7379419000353664,maximum,0.7829161999979988,8720.0,825,3,,0.07340550003573298,11294.0,666,9,,0.1379586000693962,9968.0,645,5,,0.3464476999361068,9665.0,761,3,
302,472,8377.0,0.75135879998561,maximum,0.7713939000386745,9001.0,806,3,,0.07202780002262443,11373.0,660,9,,0.14238510001450777,10405.0,658,5,,0.3586288000224158,10081.0,778,3,
303,483,8190.0,0.78469589992892,maximum,0.7696935000130907,8798.0,821,3,,0.06820080010220408,11212.0,659,9,,0.13342790002934635,9906.0,657,5,,0.30445199995301664,9558.0,742,3,
304,476,8349.0,0.7258712999755517,maximum,0.7963965000817552,9005.0,842,3,,0.07130249997135252,11479.0,671,9,,0.13352969998959452,10237.0,658,5,,0.3174957000883296,9805.0,746,3,
305,473,8117.0,0.7534916000440717,maximum,0.8217542000347748,8789.0,803,3,,0.07008539990056306,11299.0,664,9,,0.14414360001683235,9949.0,669,5,,0.3257432000245899,9629.0,738,3,
306,474,8424.0,0.7663021000334993,maximum,0.812257899902761,9096.0,888,3,,0.07278829999268055,11400.0,674,9,,0.1500312000280246,10488.0,677,5,,0.3454119999660179,10056.0,778,3,
307,486,8609.0,0.836069899960421,maximum,0.7947329999879003,9233.0,837,3,,0.07216550002340227,11691.0,660,9,,0.13702719996217638,10653.0,665,5,,0.3378933999920264,10345.0,795,3,
308,466,8427.0,0.7335138999624178,maximum,0.7936688999179751,9083.0,837,3,,0.07485440000891685,11635.0,660,9,,0.14594970003236085,10511.0,673,5,,0.38375439995434135,10117.0,756,3,
309,481,8413.0,0.7415157000068575,maximum,0.8317820000229403,9037.0,833,3,,0.079117999994196,11701.0,668,9,,0.15753129997756332,10585.0,667,5,,0.3876139000058174,10293.0,805,3,
310,482,8594.0,0.7519754000240937,maximum,0.86017619993072,9250.0,855,3,,0.06974230008199811,11696.0,672,9,,0.14992130000609905,10674.0,683,5,,0.3460882999934256,10442.0,785,3,
311,493,8681.0,0.7707743999781087,maximum,0.8352536000311375,9337.0,839,3,,0.07311050000134856,11887.0,671,9,,0.14814689999911934,10685.0,675,5,,0.36216329992748797,10305.0,774,3,
312,474,7765.0,0.7470806000055745,maximum,0.7809056000551209,8437.0,847,3,,0.06734700000379235,10753.0,651,9,,0.13799620000645518,9685.0,652,5,,0.31867339997552335,9357.0,753,3,
313,493,9000.0,0.8164455000078306,maximum,0.8930889000184834,9688.0,880,3,,0.07706390006933361,12048.0,684,9,,0.1419970999704674,10924.0,667,5,,0.3678905999986455,10744.0,823,3,
314,466,7996.0,0.7122858000220731,maximum,0.7872876999899745,8652.0,831,3,,0.07110000005923212,11112.0,667,9,,0.13808639999479055,10228.0,687,5,,0.35976479994133115,9900.0,798,3,
315,477,7886.0,0.7450351999141276,maximum,0.8446233000140637,8558.0,818,3,,0.07132190000265837,10846.0,648,9,,0.14046150003559887,9942.0,656,5,,0.3459862999152392,9632.0,742,3,
316,487,8280.0,0.7723408000310883,maximum,0.8279173999326304,8936.0,835,3,,0.07367579999845475,11482.0,666,9,,0.14192449999973178,10280.0,653,5,,0.36158529995009303,9936.0,773,3,
317,478,8506.0,0.7802109000040218,maximum,0.816814599907957,9114.0,826,3,,0.07408569997642189,11698.0,670,9,,0.1485603000037372,10410.0,656,5,,0.379647699999623,10042.0,759,3,
318,478,8653.0,0.7240466000512242,maximum,0.7408774000359699,9821.0,871,3,,0.0750142999459058,12305.0,672,9,,0.13828209997154772,11209.0,686,5,,0.3582890999969095,10309.0,808,3,
319,486,8388.0,0.7641628000419587,maximum,0.8164913000073284,9268.0,853,3,,0.07471009995788336,11672.0,673,9,,0.14025479997508228,10540.0,653,5,,0.33723509998526424,9964.0,759,3,
320,489,8442.0,0.8173737999750301,maximum,0.7895569000393152,9162.0,842,3,,0.07224080001469702,11708.0,650,9,,0.1310121000278741,10338.0,643,5,,0.3350926999701187,9954.0,747,3,
321,479,8436.0,0.7369229999603704,maximum,0.9109822999453172,9140.0,889,3,,0.07438050000928342,11742.0,669,9,,0.1504310000455007,10500.0,671,5,,0.37648420000914484,10180.0,785,3,
322,481,8373.0,0.7794872000813484,maximum,0.8321491000242531,9013.0,840,3,,0.06908719998318702,12011.0,672,9,,0.16135680000297725,10381.0,665,5,,0.3346956000896171,10021.0,771,3,
323,481,8104.0,0.7538551000179723,maximum,0.795151999918744,8744.0,827,3,,0.0716705999802798,11118.0,645,9,,0.14091980003286153,10120.0,652,5,,0.3525398999918252,9760.0,756,3,
324,477,8124.0,0.7666332999942824,maximum,0.8316638000542298,8764.0,843,3,,0.07697009993717074,11354.0,667,9,,0.14163259998895228,9972.0,650,5,,0.3698621999938041,9652.0,776,3,
325,470,8204.0,0.7310056000715122,maximum,0.8011305000400171,8844.0,836,3,,0.06838299997616559,11438.0,660,9,,0.1389731999952346,10128.0,660,5,,0.3356200000271201,9812.0,777,3,
326,470,8438.0,0.7651655999943614,maximum,0.8268647999502718,9382.0,874,3,,0.07976719993166625,11732.0,659,9,,0.15024040010757744,10798.0,669,5,,0.37849740008823574,10182.0,806,3,
327,478,8376.0,0.7696295999921858,maximum,0.8339306999696419,9048.0,850,3,,0.07449040003120899,11460.0,674,9,,0.1404581000097096,10308.0,667,5,,0.4081835000542924,9976.0,761,3,
328,472,8392.0,0.7549247000133619,maximum,0.8108196000102907,9048.0,838,3,,0.07381640002131462,11814.0,664,9,,0.14045579999219626,10696.0,676,5,,0.39380960003472865,10320.0,786,3,
329,477,8212.0,0.758968299953267,maximum,0.8337324000895023,9124.0,842,3,,0.07238080003298819,11562.0,657,9,,0.14707790000829846,10444.0,655,5,,0.3632558999815956,9804.0,755,3,
330,472,7978.0,0.7027962999418378,maximum,0.8174089000094682,8602.0,847,3,,0.07164159999229014,10896.0,645,9,,0.1359789000125602,9974.0,645,5,,0.3239021000918001,9594.0,729,3,
331,483,8862.0,0.7839495000662282,maximum,0.8257173999445513,9470.0,831,3,,0.07097899995278567,11867.0,670,9,,0.13952029997017235,10874.0,662,5,,0.35479490004945546,10606.0,777,3,
332,485,8564.0,0.7647921000607312,maximum,0.8012753999792039,9268.0,824,3,,0.07118249998893589,11566.0,672,9,,0.1427525000181049,10576.0,673,5,,0.31799949996639043,10228.0,749,3,
333,473,8039.0,0.7199329000432044,maximum,0.8117573000490665,8711.0,842,3,,0.07047749997582287,11284.0,641,9,,0.1410347999772057,10003.0,658,5,,0.3558619999093935,9631.0,742,3,
334,481,7890.0,0.7702389999758452,maximum,0.812937599956058,8498.0,817,3,,0.07492320006713271,11108.0,661,9,,0.1277997000142932,9806.0,654,5,,0.3624593000859022,9522.0,766,3,
335,474,7951.0,0.728045399999246,maximum,0.8480016000103205,8623.0,836,3,,0.07154749997425824,10745.0,640,9,,0.15210850001312792,9967.0,640,5,,0.36761059996206313,9647.0,792,3,
336,480,8324.0,0.7948029000544921,maximum,0.8578856000676751,8932.0,818,3,,0.07136739999987185,11334.0,643,9,,0.13250910001806915,10244.0,637,5,,0.33297630003653467,9916.0,752,3,
337,487,8554.0,0.7787688000826165,maximum,0.8428071999223903,9242.0,884,3,,0.06927629990968853,11692.0,655,9,,0.13857870001811534,10602.0,669,5,,0.34779569995589554,10250.0,776,3,
338,473,7901.0,0.768791800015606,maximum,0.7961390999844298,8525.0,811,3,,0.07130860001780093,11101.0,652,9,,0.14155940001364797,9845.0,649,5,,0.33832469990011305,9525.0,754,3,
339,491,8873.0,0.7905406000791118,maximum,0.8331616000505164,9801.0,853,3,,0.07578930002637208,12439.0,680,9,,0.16796940006315708,11477.0,715,5,,0.4027077000355348,10881.0,821,3,
340,475,8099.0,0.7384747000178322,maximum,0.7998543999856338,8739.0,808,3,,0.07622149994131178,11451.0,666,9,,0.1497315000742674,10203.0,662,5,,0.38084779994096607,9803.0,772,3,
341,475,8183.0,0.7564155999571085,maximum,0.8018664999399334,8855.0,839,3,,0.07240470009855926,11281.0,656,9,,0.1402267999947071,10336.0,662,5,,0.32822020002640784,9959.0,759,3,
342,466,8053.0,0.710434699896723,maximum,0.7643706999951974,8677.0,798,3,,0.0729904999025166,11237.0,656,9,,0.13764899992384017,9941.0,659,5,,0.3435298000695184,9565.0,741,3,
343,482,8427.0,0.7743501000804827,maximum,0.8148368999827653,9083.0,835,3,,0.0772643000818789,11613.0,670,9,,0.14796800003387034,11099.0,696,5,,0.38453879998996854,10539.0,819,3,
344,477,7847.0,0.7374339998932555,maximum,0.8997311999555677,8471.0,837,3,,0.06862959999125451,10925.0,645,9,,0.14605260000098497,9755.0,645,5,,0.3870883999625221,9391.0,753,3,
345,479,8205.0,0.777059999993071,maximum,0.7378373000537977,8845.0,830,3,,0.06995020003523678,11183.0,648,9,,0.15700779994949698,10049.0,651,5,,0.3152181999757886,9709.0,742,3,
346,481,8176.0,0.7950290000298992,maximum,0.8024332999484614,8864.0,837,3,,0.07171619997825474,11314.0,661,9,,0.14556350000202656,10216.0,658,5,,0.37294599995948374,9960.0,777,3,
347,471,8156.0,0.7223609000211582,maximum,0.8150791999651119,8780.0,823,3,,0.0755356999579817,11316.0,670,9,,0.14920729992445558,10092.0,655,5,,0.35751209990121424,9796.0,769,3,
348,474,8247.0,0.7594065999146551,maximum,0.7583189000142738,8871.0,829,3,,0.06903260003309697,11285.0,655,9,,0.14449990005232394,10211.0,657,5,,0.35896770004183054,9855.0,788,3,
349,465,7633.0,0.7409252999350429,maximum,0.8195186998927966,8225.0,781,3,,0.07238300004974008,10897.0,648,9,,0.14878749998752028,9565.0,643,5,,0.3625668999738991,9065.0,719,3,
350,472,8142.0,0.750295800040476,maximum,0.7708551000105217,8766.0,823,3,,0.07200400007423013,11234.0,654,9,,0.1335105000762269,10050.0,650,5,,0.32189919997472316,9694.0,743,3,
351,470,8485.0,0.726729099988006,maximum,0.8203027000417933,9349.0,822,3,,0.0720448000356555,11967.0,664,9,,0.14532710006460547,10545.0,643,5,,0.3272249000146985,9949.0,748,3,
352,479,8455.0,0.7744162000017241,maximum,0.8524627001024783,9111.0,860,3,,0.07639469997957349,11593.0,671,9,,0.1445943999569863,10591.0,684,5,,0.3705618000822142,10247.0,797,3,
353,472,8236.0,0.748057399992831,maximum,0.7886043000034988,8844.0,804,3,,0.07342530007008463,11462.0,650,9,,0.13252530002500862,10152.0,636,5,,0.3395525999367237,9908.0,730,3,
354,470,7841.0,0.7325922000454739,maximum,0.7851548000471666,8497.0,851,3,,0.07536050002090633,10803.0,650,9,,0.14418900001328439,9893.0,650,5,,0.35455809999257326,9505.0,773,3,
355,475,8314.0,0.7374376999214292,maximum,0.8169900999637321,9194.0,821,3,,0.07369919994380325,11742.0,670,9,,0.14165000000502914,10418.0,650,5,,0.35373930004425347,9810.0,753,3,
356,478,8499.0,0.7455484000965953,maximum,0.7564523000037298,9108.0,815,3,,0.0726835000095889,11675.0,657,9,,0.1366223000222817,10259.0,644,5,,0.325783499982208,9995.0,745,3,
357,480,8420.0,0.747223399928771,maximum,0.7682001000503078,9076.0,851,3,,0.06918890005908906,11676.0,674,9,,0.14242739998735487,10544.0,673,5,,0.35486990003846586,10252.0,801,3,
358,479,8590.0,0.7943237000145018,maximum,0.7797390000196174,9390.0,834,3,,0.06855049997102469,11622.0,652,9,,0.1322350000264123,10723.0,656,5,,0.35027910000644624,10374.0,768,3,
359,483,8400.0,0.7601787999738008,maximum,0.7404932000208646,9264.0,812,3,,0.07193049998022616,11510.0,650,9,,0.13242239993996918,10560.0,637,5,,0.3480858999537304,9995.0,748,3,
360,471,8411.0,0.717195599921979,maximum,0.7952512999763712,9051.0,820,3,,0.0669917999766767,11509.0,659,9,,0.13197240000590682,10475.0,658,5,,0.3238446000032127,10163.0,775,3,
361,471,7927.0,0.7249550999840721,maximum,0.7804316999390721,8487.0,765,3,,0.0702614999609068,11013.0,638,9,,0.14006180001888424,10043.0,652,5,,0.3904650000622496,9775.0,784,3,
362,484,8160.0,0.7723071000073105,maximum,0.7542764999670908,8736.0,767,3,,0.07237009995151311,11376.0,663,9,,0.15545149997342378,10200.0,650,5,,0.36183329997584224,9896.0,791,3,
363,479,7925.0,0.8157866999972612,maximum,0.8072387999854982,8549.0,826,3,,0.09217909991275519,11079.0,660,9,,0.14573700004257262,9789.0,643,5,,0.3756466000340879,9573.0,783,3,
364,475,8113.0,0.7657832999248058,maximum,0.766594500048086,8737.0,798,3,,0.07321780000347644,10811.0,651,9,,0.15923639992251992,9929.0,657,5,,0.331044299993664,9665.0,752,3,
365,482,8209.0,0.7306613000109792,maximum,0.7646828999277204,8817.0,808,3,,0.07228459999896586,11465.0,655,9,,0.14400289999321103,10085.0,640,5,,0.36507739999797195,9713.0,750,3,
366,469,8197.0,0.7481097000418231,maximum,0.7761085999663919,8869.0,838,3,,0.0692888000048697,11179.0,645,9,,0.13175150007009506,9941.0,632,5,,0.31532970000989735,9573.0,713,3,
367,481,8272.0,0.81782050000038,maximum,0.8447580999927595,8928.0,846,3,,0.09091359993908554,11256.0,671,9,,0.14967900002375245,10252.0,673,5,,0.3897989001125097,9928.0,775,3,
368,483,8289.0,0.7863625000463799,maximum,0.7832422000356019,8897.0,809,3,,0.07199279998894781,11365.0,641,9,,0.137373200035654,10065.0,641,5,,0.3411405000369996,9657.0,728,3,
369,477,8399.0,0.7471877000061795,maximum,0.7946481999242678,9055.0,856,3,,0.07079929998144507,11761.0,654,9,,0.13973239995539188,10263.0,661,5,,0.36692049994599074,10103.0,772,3,
370,478,8554.0,0.7577503999928012,maximum,0.7881404000800103,9594.0,874,3,,0.0790385000873357,12094.0,674,9,,0.14964890002738684,10990.0,663,5,,0.34327359998133034,10362.0,773,3,
371,463,7551.0,0.7220020999666303,maximum,0.7768515000352636,8223.0,827,3,,0.06629740004427731,10555.0,651,9,,0.137075399979949,9551.0,644,5,,0.31978329992853105,9152.0,764,3,
372,480,8277.0,0.7434904999099672,maximum,0.861559700104408,8965.0,837,3,,0.07061769999563694,11325.0,662,9,,0.14561170001979917,10297.0,661,5,,0.37263420003000647,10021.0,787,3,
373,482,8419.0,0.8732211999595165,maximum,0.7615329000400379,9347.0,854,3,,0.07542250002734363,11705.0,666,9,,0.13830120000056922,10819.0,674,5,,0.34307359997183084,10171.0,781,3,
374,481,8335.0,0.7639949000440538,maximum,0.8626969000324607,8991.0,855,3,,0.07752759999129921,11797.0,666,9,,0.1444378000451252,10223.0,659,5,,0.3317669000243768,9904.0,736,3,
375,480,8841.0,0.7479236000217497,maximum,0.8576225000433624,9865.0,863,3,,0.07504889997653663,12067.0,675,9,,0.1488985000178218,11133.0,681,5,,0.3936653999844566,10601.0,788,3,
376,487,8020.0,0.766552000073716,maximum,0.7958188999909908,8644.0,815,3,,0.07002900005318224,11390.0,662,9,,0.1476012000348419,10112.0,668,5,,0.3322455999441445,9852.0,783,3,
377,464,7820.0,0.6975222999462858,maximum,0.8040248999604955,8428.0,817,3,,0.07120159990154207,11018.0,664,9,,0.15091719990596175,9832.0,655,5,,0.3283406998962164,9516.0,777,3,
378,475,8219.0,0.7686483000870794,maximum,0.8173430000897497,8859.0,833,3,,0.06983559997752309,11077.0,654,9,,0.1345931999385357,10047.0,644,5,,0.38977920007891953,9811.0,801,3,
379,478,7941.0,0.742538099992089,maximum,0.8048423000145704,8614.0,848,3,,0.07849770004395396,10885.0,647,9,,0.13946540001779795,9921.0,656,5,,0.3387679998995736,9501.0,744,3,
380,488,8457.0,0.7875970000168309,maximum,0.8545285000000149,9145.0,873,3,,0.07635900005698204,11649.0,672,9,,0.1405747999669984,10337.0,664,5,,0.3538296000333503,10009.0,781,3,
381,483,8766.0,0.768683800008148,maximum,0.8745247999904677,9454.0,904,3,,0.07843830005731434,11982.0,677,9,,0.14946350001264364,10950.0,697,5,,0.3444188000867143,10638.0,807,3,
382,479,8011.0,0.7344717999221757,maximum,0.8593908000038937,8619.0,815,3,,0.07796429994050413,11031.0,649,9,,0.14249970007222146,9903.0,653,5,,0.3826262999791652,9579.0,746,3,
383,468,8064.0,0.7405470000812784,maximum,0.8431034000823274,8720.0,827,3,,0.07141239999327809,10904.0,653,9,,0.1477231999160722,10148.0,681,5,,0.34056579996831715,9664.0,752,3,
384,482,8292.0,0.7246029999805614,maximum,0.7953501000301912,9172.0,821,3,,0.07351050002034754,11676.0,653,9,,0.14543549995869398,10674.0,667,5,,0.34599100006744266,10092.0,781,3,
385,479,8397.0,0.8219062000280246,maximum,0.8617879999801517,9069.0,865,3,,0.07531069999095052,11397.0,676,9,,0.14534799999091774,10161.0,661,5,,0.3587704000528902,9925.0,797,3,
386,478,8555.0,0.7647928000660613,maximum,0.7927214000374079,9163.0,811,3,,0.07978540007025003,11665.0,658,9,,0.14626369997859,10507.0,653,5,,0.387840099981986,10139.0,772,3,
387,479,8143.0,0.7279168999521062,maximum,0.7918212000513449,8735.0,823,3,,0.0684206000296399,10953.0,640,9,,0.13709580001886934,9959.0,632,5,,0.3167913999641314,9631.0,739,3,
388,468,8327.0,0.7493392999749631,maximum,0.7431764000793919,8935.0,801,3,,0.07294949993956834,11363.0,647,9,,0.13835839997045696,10391.0,640,5,,0.3352860000450164,10015.0,746,3,
389,481,8251.0,0.7178165999939665,maximum,0.7830700000049546,8875.0,829,3,,0.0692621999187395,11103.0,656,9,,0.15782309998758137,9975.0,643,5,,0.35972000006586313,9659.0,752,3,
390,473,8220.0,0.7633994000498205,maximum,0.8590893999207765,8845.0,822,3,,0.07173450000118464,11416.0,655,9,,0.14261149999219924,10144.0,647,5,,0.36807530000805855,9764.0,768,3,
391,476,8549.0,0.7080005999887362,maximum,0.8337913999566808,9573.0,876,3,,0.07447940006386489,11999.0,676,9,,0.1471534000011161,10949.0,676,5,,0.36386669997591525,10405.0,803,3,
392,489,8412.0,0.7704570000059903,maximum,0.8331397998845205,9292.0,826,3,,0.0727877999888733,11966.0,656,9,,0.14359380002133548,10520.0,655,5,,0.34855009999591857,9908.0,744,3,
393,486,8352.0,0.7859296000096947,maximum,0.8042274999897927,8992.0,809,3,,0.07031119999010116,11310.0,650,9,,0.14123180008027703,10092.0,648,5,,0.31916959991212934,9824.0,746,3,
394,487,8479.0,0.7491946000372991,maximum,0.8464964999584481,9199.0,883,3,,0.07194159994833171,11579.0,671,9,,0.1445028999587521,10827.0,691,5,,0.36961290007457137,10551.0,838,3,
395,476,8287.0,0.7504929000278935,maximum,0.7587683999445289,8880.0,808,3,,0.0691296000732109,11687.0,652,9,,0.15006010001525283,10347.0,652,5,,0.3645684999646619,10031.0,772,3,
396,483,7640.0,0.7511863000690937,maximum,0.81684069999028,8280.0,841,3,,0.07285809994209558,10482.0,642,9,,0.1522784000262618,9516.0,653,5,,0.3660188999492675,9216.0,776,3,
397,490,8535.0,0.871076500043273,maximum,0.8261104000266641,9207.0,830,3,,0.07179870002437383,11411.0,668,9,,0.13549650006461889,10399.0,669,5,,0.3494973999913782,10007.0,772,3,
398,478,7996.0,0.7214333000592887,maximum,0.7852048999629915,8652.0,837,3,,0.06981939997058362,11210.0,649,9,,0.142740499926731,9912.0,649,5,,0.3796203000238165,9588.0,772,3,
399,485,8076.0,0.7786825000075623,maximum,0.8077935000183061,8716.0,839,3,,0.07144750002771616,11414.0,657,9,,0.1442892000777647,10188.0,669,5,,0.3692697000224143,9836.0,766,3,
400,493,8502.0,0.8043284000596032,maximum,0.8444251000182703,9206.0,872,3,,0.0707340999506414,11568.0,663,9,,0.14302139997016639,10490.0,661,5,,0.3634177999338135,10110.0,781,3,
401,487,8545.0,0.7476232999470085,maximum,0.7945329999784008,9137.0,800,3,,0.0740485000424087,11787.0,669,9,,0.13869459996931255,10701.0,669,5,,0.38463949994184077,10369.0,801,3,
402,477,8252.0,0.7698883999837562,maximum,0.7541966999415308,9100.0,786,3,,0.07485620002262294,11802.0,667,9,,0.1473073000088334,10484.0,651,5,,0.3648396000498906,9948.0,793,3,
403,473,8057.0,0.7100458000786602,maximum,0.8207027000607923,8713.0,874,3,,0.07079969998449087,10719.0,660,9,,0.15944179997313768,9893.0,651,5,,0.3343984999228269,9553.0,735,3,
404,478,7737.0,0.7633104000706226,maximum,0.7592512000119314,8345.0,791,3,,0.06945750000886619,11065.0,635,9,,0.12963579990901053,9593.0,633,5,,0.3457710000220686,9225.0,751,3,
405,489,8258.0,0.7658054999774322,maximum,0.8421106999740005,8946.0,865,3,,0.07026539999060333,11472.0,662,9,,0.14417619991581887,10142.0,662,5,,0.35597570007666945,9890.0,759,3,
406,477,8163.0,0.8448781999759376,maximum,0.8220113998977467,8819.0,860,3,,0.07422429998405278,11443.0,657,9,,0.1400106999790296,10331.0,675,5,,0.34916240000166,10075.0,812,3,
407,472,8258.0,0.7412032000720501,maximum,0.8307425000239164,9026.0,887,3,,0.07198599993716925,11442.0,662,9,,0.15479340008459985,10146.0,666,5,,0.3407905000494793,9794.0,762,3,
408,478,8275.0,0.7429304999532178,maximum,0.7554478999227285,8851.0,779,3,,0.0717090000398457,11211.0,663,9,,0.148737300070934,10263.0,654,5,,0.36741549998987466,10028.0,781,3,
409,484,8028.0,0.7809588999953121,maximum,0.8033415999962017,8668.0,814,3,,0.06836720008868724,10810.0,659,9,,0.1420281999744475,9932.0,668,5,,0.31795679999049753,9532.0,743,3,
410,477,8258.0,0.717144800000824,maximum,0.8178605000721291,8850.0,794,3,,0.06873940001241863,11206.0,655,9,,0.14070689992513508,10210.0,636,5,,0.34607480000704527,9898.0,739,3,
411,480,8524.0,0.8006058000028133,maximum,0.8203898000065237,9132.0,823,3,,0.07728949992451817,11570.0,655,9,,0.14955740002915263,10668.0,667,5,,0.355016199988313,10396.0,790,3,
412,477,7963.0,0.733335500000976,maximum,0.801941099925898,8555.0,791,3,,0.06953540001995862,10835.0,645,9,,0.15351139998529106,9878.0,628,5,,0.3675031999591738,9531.0,746,3,
413,477,8075.0,0.8545490000396967,maximum,0.8367886000778526,8779.0,869,3,,0.07267879997380078,11167.0,646,9,,0.15502530010417104,10047.0,659,5,,0.31152460002340376,9739.0,758,3,
414,469,7972.0,0.7415670000482351,maximum,0.7555963000049815,8644.0,818,3,,0.07248239999171346,11424.0,651,9,,0.14031709998380393,10048.0,657,5,,0.38405889994464815,9732.0,764,3,
415,478,8453.0,0.7319268999854103,maximum,0.789261500001885,9093.0,853,3,,0.07476500002667308,11928.0,680,9,,0.14662749995477498,10474.0,661,5,,0.34791849995963275,9909.0,747,3,
416,464,7940.0,0.7353032999671996,maximum,0.7949491000035778,8596.0,824,3,,0.07021289994008839,10842.0,635,9,,0.14629449998028576,10152.0,656,5,,0.3605816001072526,9756.0,737,3,
